"platformgameid","winningteam"
"ESPORTSTMNT01:3321299","100"
"ESPORTSTMNT01:3324212","200"
"ESPORTSTMNT01:3330724","100"
"ESPORTSTMNT01:3334067","100"
"ESPORTSTMNT01:3331580","200"
"ESPORTSTMNT01:3331534","200"
"ESPORTSTMNT01:3314303","100"
"ESPORTSTMNT01:3295623","200"
"ESPORTSTMNT01:3318450","100"
"ESPORTSTMNT01:3333148","200"
"ESPORTSTMNT01:3334092","100"
"ESPORTSTMNT01:3304424","200"
"ESPORTSTMNT01:3310801","100"
"ESPORTSTMNT01:3339186","100"
"ESPORTSTMNT01:3092158","100"
"ESPORTSTMNT01:3370745","200"
"ESPORTSTMNT01:3326246","100"
"ESPORTSTMNT01:3330554","100"
"ESPORTSTMNT01:3327121","200"
"ESPORTSTMNT01:3330482","200"
"ESPORTSTMNT01:3313314","100"
"ESPORTSTMNT01:3318052","200"
"ESPORTSTMNT01:3305493","100"
"ESPORTSTMNT01:3311892","200"
"ESPORTSTMNT01:3366264","100"
"ESPORTSTMNT01:3310374","100"
"ESPORTSTMNT01:3330362","200"
"ESPORTSTMNT01:3304845","200"
"ESPORTSTMNT01:3338895","200"
"ESPORTSTMNT01:3317830","200"
"ESPORTSTMNT01:3327141","100"
"ESPORTSTMNT01:3327477","200"
"ESPORTSTMNT01:3320028","200"
"ESPORTSTMNT01:3327988","200"
"ESPORTSTMNT01:3369480","100"
"ESPORTSTMNT01:3374235","100"
"ESPORTSTMNT01:3339016","100"
"ESPORTSTMNT01:3331878","200"
"ESPORTSTMNT01:3300919","200"
"ESPORTSTMNT01:3328749","200"
"ESPORTSTMNT01:3323405","100"
"ESPORTSTMNT01:3325749","100"
"ESPORTSTMNT01:3327156","200"
"ESPORTSTMNT01:3340436","200"
"ESPORTSTMNT01:3322525","100"
"ESPORTSTMNT01:3319003","200"
"ESPORTSTMNT01:3322701","100"
"ESPORTSTMNT01:3322559","200"
"ESPORTSTMNT01:3337783","200"
"ESPORTSTMNT01:3308783","200"
"ESPORTSTMNT01:3338902","200"
"ESPORTSTMNT01:3309830","200"
"ESPORTSTMNT01:3329971","100"
"ESPORTSTMNT01:3372080","200"
"ESPORTSTMNT01:3300467","100"
"ESPORTSTMNT01:3373032","100"
"ESPORTSTMNT01:3330030","200"
"ESPORTSTMNT01:3317838","100"
"ESPORTSTMNT01:3318080","100"
"ESPORTSTMNT01:3329463","100"
"ESPORTSTMNT01:3304452","100"
"ESPORTSTMNT01:3328963","100"
"ESPORTSTMNT01:3316869","100"
"ESPORTSTMNT01:3338897","200"
"ESPORTSTMNT01:3331468","100"
"ESPORTSTMNT01:3343288","200"
"ESPORTSTMNT01:3341010","200"
"ESPORTSTMNT01:3335017","200"
"ESPORTSTMNT01:3325049","100"
"ESPORTSTMNT01:3330538","200"
"ESPORTSTMNT01:3322795","100"
"ESPORTSTMNT01:3335715","100"
"ESPORTSTMNT01:3368879","200"
"ESPORTSTMNT01:3331467","100"
"ESPORTSTMNT01:3339915","200"
"ESPORTSTMNT01:3342095","200"
"ESPORTSTMNT01:3321687","200"
"ESPORTSTMNT01:3339115","100"
"ESPORTSTMNT01:3306643","100"
"ESPORTSTMNT01:3364704","100"
"ESPORTSTMNT01:3328495","100"
"ESPORTSTMNT01:3308948","100"
"ESPORTSTMNT01:3316305","100"
"ESPORTSTMNT01:3322460","100"
"ESPORTSTMNT01:3344199","200"
"ESPORTSTMNT01:3313202","100"
"ESPORTSTMNT01:3315907","100"
"ESPORTSTMNT01:3330805","200"
"ESPORTSTMNT01:3328298","100"
"ESPORTSTMNT01:3332454","100"
"ESPORTSTMNT01:3330462","100"
"ESPORTSTMNT01:3328094","200"
"ESPORTSTMNT01:3327140","200"
"ESPORTSTMNT01:3327159","100"
"ESPORTSTMNT01:3376571","200"
"ESPORTSTMNT01:3333523","200"
"ESPORTSTMNT01:3321302","100"
"ESPORTSTMNT01:3301872","200"
"ESPORTSTMNT01:3313836","100"
"ESPORTSTMNT01:3335734","100"
"ESPORTSTMNT01:3334011","100"
"ESPORTSTMNT01:3335463","200"
"ESPORTSTMNT01:3315900","100"
"ESPORTSTMNT01:3338851","200"
"ESPORTSTMNT01:3330530","200"
"ESPORTSTMNT01:3334452","200"
"ESPORTSTMNT01:3331763","100"
"ESPORTSTMNT01:3336261","100"
"ESPORTSTMNT01:3370894","200"
"ESPORTSTMNT01:3332778","100"
"ESPORTSTMNT01:3333149","100"
"ESPORTSTMNT01:3338914","100"
"ESPORTSTMNT01:3336473","100"
"ESPORTSTMNT01:3333073","200"
"ESPORTSTMNT01:3327386","100"
"ESPORTSTMNT01:3335064","100"
"ESPORTSTMNT01:3322924","200"
"ESPORTSTMNT01:3324890","200"
"ESPORTSTMNT01:3383554","200"
"ESPORTSTMNT01:3340656","100"
"ESPORTSTMNT01:3331687","100"
"ESPORTSTMNT01:3324401","200"
"ESPORTSTMNT01:3311569","100"
"ESPORTSTMNT01:3342132","100"
"ESPORTSTMNT01:3368936","200"
"ESPORTSTMNT01:3325573","200"
"ESPORTSTMNT01:3305357","200"
"ESPORTSTMNT01:3331800","100"
"ESPORTSTMNT01:3334994","100"
"ESPORTSTMNT01:3330566","200"
"ESPORTSTMNT01:3313274","100"
"ESPORTSTMNT01:3322446","100"
"ESPORTSTMNT01:3375285","200"
"ESPORTSTMNT01:3373396","100"
"ESPORTSTMNT01:3368812","200"
"ESPORTSTMNT01:3336250","100"
"ESPORTSTMNT01:3367991","100"
"ESPORTSTMNT01:3325451","200"
"ESPORTSTMNT01:3370334","200"
"ESPORTSTMNT01:3379020","100"
"ESPORTSTMNT01:3332285","200"
"ESPORTSTMNT01:2983627","100"
"ESPORTSTMNT01:3367113","100"
"ESPORTSTMNT01:3327734","100"
"ESPORTSTMNT01:3342605","200"
"ESPORTSTMNT01:3338275","200"
"ESPORTSTMNT01:3327449","100"
"ESPORTSTMNT01:3370513","100"
"ESPORTSTMNT01:3311809","200"
"ESPORTSTMNT01:3334019","100"
"ESPORTSTMNT01:3336792","100"
"ESPORTSTMNT01:3375163","100"
"ESPORTSTMNT01:3340322","200"
"ESPORTSTMNT01:3330002","100"
"ESPORTSTMNT01:3337298","100"
"ESPORTSTMNT01:3330567","200"
"ESPORTSTMNT01:3336974","100"
"ESPORTSTMNT01:3307677","100"
"ESPORTSTMNT01:3305983","100"
"ESPORTSTMNT01:3324646","200"
"ESPORTSTMNT01:3333185","100"
"ESPORTSTMNT01:3331533","200"
"ESPORTSTMNT01:3333358","100"
"ESPORTSTMNT01:3379743","200"
"ESPORTSTMNT01:3323949","200"
"ESPORTSTMNT01:3325538","100"
"ESPORTSTMNT01:3308923","100"
"ESPORTSTMNT01:3342290","100"
"ESPORTSTMNT01:3371891","200"
"ESPORTSTMNT01:3342189","200"
"ESPORTSTMNT01:3323952","200"
"ESPORTSTMNT01:3309028","200"
"ESPORTSTMNT01:3315762","100"
"ESPORTSTMNT01:3327544","100"
"ESPORTSTMNT01:3337072","200"
"ESPORTSTMNT01:3367798","100"
"ESPORTSTMNT01:3311531","200"
"ESPORTSTMNT01:3336860","200"
"ESPORTSTMNT01:3321978","200"
"ESPORTSTMNT01:3374524","100"
"ESPORTSTMNT01:3371906","100"
"ESPORTSTMNT01:3085874","100"
"ESPORTSTMNT01:3329629","100"
"ESPORTSTMNT01:3336977","100"
"ESPORTSTMNT01:3316191","100"
"ESPORTSTMNT01:3329093","100"
"ESPORTSTMNT01:3301856","200"
"ESPORTSTMNT01:3331595","200"
"ESPORTSTMNT01:3329143","200"
"ESPORTSTMNT01:3341009","200"
"ESPORTSTMNT01:3330891","200"
"ESPORTSTMNT01:3309043","100"
"ESPORTSTMNT01:3368850","200"
"ESPORTSTMNT01:3309856","200"
"ESPORTSTMNT01:3331076","100"
"ESPORTSTMNT01:3366513","100"
"ESPORTSTMNT01:3332528","100"
"ESPORTSTMNT01:3333801","100"
"ESPORTSTMNT01:3332677","100"
"ESPORTSTMNT01:3311712","100"
"ESPORTSTMNT01:3382699","100"
"ESPORTSTMNT01:3310014","100"
"ESPORTSTMNT01:3324611","100"
"ESPORTSTMNT01:3381682","100"
"ESPORTSTMNT01:3375656","100"
"ESPORTSTMNT01:3338759","100"
"ESPORTSTMNT01:3326924","100"
"ESPORTSTMNT01:3330904","100"
"ESPORTSTMNT01:3334010","200"
"ESPORTSTMNT01:3338522","200"
"ESPORTSTMNT01:3316534","100"
"ESPORTSTMNT01:3323803","100"
"ESPORTSTMNT01:3368322","100"
"ESPORTSTMNT01:3339153","200"
"ESPORTSTMNT01:3331766","200"
"ESPORTSTMNT01:3342236","200"
"ESPORTSTMNT01:3336938","200"
"ESPORTSTMNT01:3382512","200"
"ESPORTSTMNT01:3307082","100"
"ESPORTSTMNT01:3366859","100"
"ESPORTSTMNT01:3339121","200"
"ESPORTSTMNT01:3314582","200"
"ESPORTSTMNT01:3322883","200"
"ESPORTSTMNT01:3309621","100"
"ESPORTSTMNT01:3368985","100"
"ESPORTSTMNT01:3312900","200"
"ESPORTSTMNT01:3317696","200"
"ESPORTSTMNT01:3344015","200"
"ESPORTSTMNT01:3314881","100"
"ESPORTSTMNT01:3387218","100"
"ESPORTSTMNT01:3330500","100"
"ESPORTSTMNT01:3339272","200"
"ESPORTSTMNT01:3375437","100"
"ESPORTSTMNT01:3338363","200"
"ESPORTSTMNT01:3344376","200"
"ESPORTSTMNT01:3325554","200"
"ESPORTSTMNT01:3340043","100"
"ESPORTSTMNT01:3335678","100"
"ESPORTSTMNT01:3384405","200"
"ESPORTSTMNT01:3388793","200"
"ESPORTSTMNT01:3386528","200"
"ESPORTSTMNT01:3380155","100"
"ESPORTSTMNT01:3375469","100"
"ESPORTSTMNT01:3336455","100"
"ESPORTSTMNT01:3329658","100"
"ESPORTSTMNT01:3332255","200"
"ESPORTSTMNT01:3332065","200"
"ESPORTSTMNT01:3335473","200"
"ESPORTSTMNT01:3330640","100"
"ESPORTSTMNT01:3298902","100"
"ESPORTSTMNT01:3341362","100"
"ESPORTSTMNT01:3378732","200"
"ESPORTSTMNT01:3325029","100"
"ESPORTSTMNT01:3317970","100"
"ESPORTSTMNT01:3330071","200"
"ESPORTSTMNT01:3366794","100"
"ESPORTSTMNT01:3379723","200"
"ESPORTSTMNT01:3334474","100"
"ESPORTSTMNT01:3337374","100"
"ESPORTSTMNT01:3328819","100"
"ESPORTSTMNT01:3340668","100"
"ESPORTSTMNT01:3321292","100"
"ESPORTSTMNT01:3326809","100"
"ESPORTSTMNT01:3335277","200"
"ESPORTSTMNT01:3376495","200"
"ESPORTSTMNT01:3387594","100"
"ESPORTSTMNT01:3333167","100"
"ESPORTSTMNT01:3326099","200"
"ESPORTSTMNT01:3368516","200"
"ESPORTSTMNT01:3302376","200"
"ESPORTSTMNT01:3329396","200"
"ESPORTSTMNT01:3344541","200"
"ESPORTSTMNT01:3313673","200"
"ESPORTSTMNT01:3321689","200"
"ESPORTSTMNT01:3319378","200"
"ESPORTSTMNT01:3328148","100"
"ESPORTSTMNT01:3340199","100"
"ESPORTSTMNT01:3316771","100"
"ESPORTSTMNT01:3387112","200"
"ESPORTSTMNT01:3366944","100"
"ESPORTSTMNT01:3306704","100"
"ESPORTSTMNT01:3370344","100"
"ESPORTSTMNT01:3306853","100"
"ESPORTSTMNT01:3328129","200"
"ESPORTSTMNT01:3318058","100"
"ESPORTSTMNT01:3324587","200"
"ESPORTSTMNT01:3390124","200"
"ESPORTSTMNT01:3335201","200"
"ESPORTSTMNT01:3325513","100"
"ESPORTSTMNT01:3384719","100"
"ESPORTSTMNT01:3328150","100"
"ESPORTSTMNT01:3334178","100"
"ESPORTSTMNT01:3380589","100"
"ESPORTSTMNT01:3309951","200"
"ESPORTSTMNT01:3331625","200"
"ESPORTSTMNT01:3383481","200"
"ESPORTSTMNT01:3382675","100"
"ESPORTSTMNT01:3369698","100"
"ESPORTSTMNT01:3338367","200"
"ESPORTSTMNT01:3328068","100"
"ESPORTSTMNT01:3337648","100"
"ESPORTSTMNT01:3378674","200"
"ESPORTSTMNT01:3337227","200"
"ESPORTSTMNT01:3383394","100"
"ESPORTSTMNT01:3306427","100"
"ESPORTSTMNT01:3329301","100"
"ESPORTSTMNT01:3332633","200"
"ESPORTSTMNT01:3330681","100"
"ESPORTSTMNT01:3371339","200"
"ESPORTSTMNT01:3370375","100"
"ESPORTSTMNT01:3370824","200"
"ESPORTSTMNT01:3344140","100"
"ESPORTSTMNT02:1210435","100"
"ESPORTSTMNT01:3339102","100"
"ESPORTSTMNT01:3333783","200"
"ESPORTSTMNT01:3328669","100"
"ESPORTSTMNT01:3332853","100"
"ESPORTSTMNT01:3331492","100"
"ESPORTSTMNT01:3324822","100"
"ESPORTSTMNT01:3383246","200"
"ESPORTSTMNT01:3327682","200"
"ESPORTSTMNT01:3328668","100"
"ESPORTSTMNT01:3372943","100"
"ESPORTSTMNT01:3336575","200"
"ESPORTSTMNT01:3369750","100"
"ESPORTSTMNT01:3337903","200"
"ESPORTSTMNT01:3331246","100"
"ESPORTSTMNT01:3332769","100"
"ESPORTSTMNT01:3321700","100"
"ESPORTSTMNT01:3329982","100"
"ESPORTSTMNT01:3409839","100"
"ESPORTSTMNT01:3328379","200"
"ESPORTSTMNT01:3376408","200"
"ESPORTSTMNT01:3328516","200"
"ESPORTSTMNT01:3317962","200"
"ESPORTSTMNT01:3341001","200"
"ESPORTSTMNT01:3341999","200"
"ESPORTSTMNT01:3379097","200"
"ESPORTSTMNT01:3371863","100"
"ESPORTSTMNT01:3342624","100"
"ESPORTSTMNT01:3324855","100"
"ESPORTSTMNT01:3315598","200"
"ESPORTSTMNT01:3330766","100"
"ESPORTSTMNT01:3381061","200"
"ESPORTSTMNT01:3330815","100"
"ESPORTSTMNT01:3343163","200"
"ESPORTSTMNT01:3331318","200"
"ESPORTSTMNT01:3325814","200"
"ESPORTSTMNT01:3344351","200"
"ESPORTSTMNT01:3343374","200"
"ESPORTSTMNT01:3330818","100"
"ESPORTSTMNT01:3322951","100"
"ESPORTSTMNT01:3371674","100"
"ESPORTSTMNT01:3312738","200"
"ESPORTSTMNT01:3379147","200"
"ESPORTSTMNT01:3372029","100"
"ESPORTSTMNT01:3344006","100"
"ESPORTSTMNT01:3337315","100"
"ESPORTSTMNT01:3336144","200"
"ESPORTSTMNT01:3316608","100"
"ESPORTSTMNT01:3325299","100"
"ESPORTSTMNT01:3333490","200"
"ESPORTSTMNT01:3370821","200"
"ESPORTSTMNT01:3330793","200"
"ESPORTSTMNT01:3316798","200"
"ESPORTSTMNT01:3376241","100"
"ESPORTSTMNT01:3381037","100"
"ESPORTSTMNT01:3344136","200"
"ESPORTSTMNT01:3342076","200"
"ESPORTSTMNT02:1210379","100"
"ESPORTSTMNT01:3325205","200"
"ESPORTSTMNT01:3371264","100"
"ESPORTSTMNT02:1210785","200"
"ESPORTSTMNT01:3337340","200"
"ESPORTSTMNT01:3335256","100"
"ESPORTSTMNT01:3309624","100"
"ESPORTSTMNT01:3370706","100"
"ESPORTSTMNT01:3328147","100"
"ESPORTSTMNT01:3331791","100"
"ESPORTSTMNT01:3331844","100"
"ESPORTSTMNT01:3382615","100"
"ESPORTSTMNT01:3369332","200"
"ESPORTSTMNT01:3337768","100"
"ESPORTSTMNT01:2915827","100"
"ESPORTSTMNT01:3332328","100"
"ESPORTSTMNT01:3339077","200"
"ESPORTSTMNT01:3338849","200"
"ESPORTSTMNT01:3319006","100"
"ESPORTSTMNT01:3368508","200"
"ESPORTSTMNT02:1210787","200"
"ESPORTSTMNT01:3337587","200"
"ESPORTSTMNT01:3335438","100"
"ESPORTSTMNT01:3334728","100"
"ESPORTSTMNT01:3387483","100"
"ESPORTSTMNT01:3375723","100"
"ESPORTSTMNT01:3340324","200"
"ESPORTSTMNT01:3329688","200"
"ESPORTSTMNT01:3316411","100"
"ESPORTSTMNT01:3340050","100"
"ESPORTSTMNT01:3339101","200"
"ESPORTSTMNT01:3368445","100"
"ESPORTSTMNT01:3337766","100"
"ESPORTSTMNT02:1210419","100"
"ESPORTSTMNT01:3335749","100"
"ESPORTSTMNT01:3326434","200"
"ESPORTSTMNT01:3344149","100"
"ESPORTSTMNT01:3393856","100"
"ESPORTSTMNT02:1210372","100"
"ESPORTSTMNT01:3343040","200"
"ESPORTSTMNT01:3386695","200"
"ESPORTSTMNT02:1220373","100"
"ESPORTSTMNT01:3367579","200"
"ESPORTSTMNT02:1221065","100"
"ESPORTSTMNT01:3384669","200"
"ESPORTSTMNT01:3385142","100"
"ESPORTSTMNT01:3342185","100"
"ESPORTSTMNT01:3371354","200"
"ESPORTSTMNT01:3367920","100"
"ESPORTSTMNT01:3344163","200"
"ESPORTSTMNT01:3384079","100"
"ESPORTSTMNT01:3370369","100"
"ESPORTSTMNT01:3344551","100"
"ESPORTSTMNT01:3339267","200"
"ESPORTSTMNT01:3331690","200"
"ESPORTSTMNT01:3401230","100"
"ESPORTSTMNT01:3368773","200"
"ESPORTSTMNT02:1211102","100"
"ESPORTSTMNT01:3375039","200"
"ESPORTSTMNT01:3330266","100"
"ESPORTSTMNT02:1081501","100"
"ESPORTSTMNT02:1221059","200"
"ESPORTSTMNT01:3330749","100"
"ESPORTSTMNT02:1210438","100"
"ESPORTSTMNT01:3344237","200"
"ESPORTSTMNT01:3372464","200"
"ESPORTSTMNT01:3338173","100"
"ESPORTSTMNT01:3326491","200"
"ESPORTSTMNT02:1211123","200"
"ESPORTSTMNT01:3333240","100"
"ESPORTSTMNT01:3338662","200"
"ESPORTSTMNT01:3371877","200"
"ESPORTSTMNT01:3340438","100"
"ESPORTSTMNT01:3325223","100"
"ESPORTSTMNT01:3317824","100"
"ESPORTSTMNT01:3340119","100"
"ESPORTSTMNT01:3328504","200"
"ESPORTSTMNT01:3385146","100"
"ESPORTSTMNT01:3379357","200"
"ESPORTSTMNT01:3325542","100"
"ESPORTSTMNT02:1210406","200"
"ESPORTSTMNT01:3334456","100"
"ESPORTSTMNT01:3334514","100"
"ESPORTSTMNT01:3369393","100"
"ESPORTSTMNT01:3367228","100"
"ESPORTSTMNT01:3373726","100"
"ESPORTSTMNT01:3326454","100"
"ESPORTSTMNT01:3294369","100"
"ESPORTSTMNT01:3338905","200"
"ESPORTSTMNT01:3338531","200"
"ESPORTSTMNT01:3367768","200"
"ESPORTSTMNT01:3370396","100"
"ESPORTSTMNT01:3330557","100"
"ESPORTSTMNT01:3338918","200"
"ESPORTSTMNT01:3328902","100"
"ESPORTSTMNT01:3380759","200"
"ESPORTSTMNT01:3329670","200"
"ESPORTSTMNT01:3375060","100"
"ESPORTSTMNT01:3340328","100"
"ESPORTSTMNT01:3338488","200"
"ESPORTSTMNT01:3383165","200"
"ESPORTSTMNT01:3301425","200"
"ESPORTSTMNT01:3385191","100"
"ESPORTSTMNT01:3336132","100"
"ESPORTSTMNT01:3311199","200"
"ESPORTSTMNT01:3399626","200"
"ESPORTSTMNT01:3341415","200"
"ESPORTSTMNT01:3337062","100"
"ESPORTSTMNT01:3338831","100"
"ESPORTSTMNT01:3337043","100"
"ESPORTSTMNT01:3368425","100"
"ESPORTSTMNT01:3373049","200"
"ESPORTSTMNT01:3321498","100"
"ESPORTSTMNT01:3374383","100"
"ESPORTSTMNT01:3390555","200"
"ESPORTSTMNT01:3401372","200"
"ESPORTSTMNT01:3336729","200"
"ESPORTSTMNT01:3366240","100"
"ESPORTSTMNT02:1210780","100"
"ESPORTSTMNT01:3375418","100"
"ESPORTSTMNT01:3384567","200"
"ESPORTSTMNT01:3384163","100"
"ESPORTSTMNT01:3325740","100"
"ESPORTSTMNT01:3371741","100"
"ESPORTSTMNT02:1093983","200"
"ESPORTSTMNT01:3096455","200"
"ESPORTSTMNT01:3323651","100"
"ESPORTSTMNT01:3332318","100"
"ESPORTSTMNT01:3332432","100"
"ESPORTSTMNT01:3382503","200"
"ESPORTSTMNT01:3379581","200"
"ESPORTSTMNT02:1210784","200"
"ESPORTSTMNT01:3336443","200"
"ESPORTSTMNT02:1220365","100"
"ESPORTSTMNT01:3382236","200"
"ESPORTSTMNT01:3331506","200"
"ESPORTSTMNT01:3326264","100"
"ESPORTSTMNT01:3376215","100"
"ESPORTSTMNT01:3373511","100"
"ESPORTSTMNT01:3316259","100"
"ESPORTSTMNT01:3340302","100"
"ESPORTSTMNT01:3384667","200"
"ESPORTSTMNT01:3384734","200"
"ESPORTSTMNT01:3325572","200"
"ESPORTSTMNT01:3369507","100"
"ESPORTSTMNT01:3333302","200"
"ESPORTSTMNT01:3400334","200"
"ESPORTSTMNT01:3334433","200"
"ESPORTSTMNT01:3387074","200"
"ESPORTSTMNT01:3339211","100"
"ESPORTSTMNT01:3385039","100"
"ESPORTSTMNT01:3343022","200"
"ESPORTSTMNT01:3372876","200"
"ESPORTSTMNT01:3337471","100"
"ESPORTSTMNT01:3336224","100"
"ESPORTSTMNT01:3378151","100"
"ESPORTSTMNT01:3365747","100"
"ESPORTSTMNT01:3324760","100"
"ESPORTSTMNT01:3378654","100"
"ESPORTSTMNT01:3388003","200"
"ESPORTSTMNT01:3407421","200"
"ESPORTSTMNT01:3386190","100"
"ESPORTSTMNT01:3388315","200"
"ESPORTSTMNT01:3393607","100"
"ESPORTSTMNT01:3316458","100"
"ESPORTSTMNT01:3403683","100"
"ESPORTSTMNT01:3332469","200"
"ESPORTSTMNT01:3335524","100"
"ESPORTSTMNT01:3387569","200"
"ESPORTSTMNT01:3380184","100"
"ESPORTSTMNT01:3336956","100"
"ESPORTSTMNT01:3385476","100"
"ESPORTSTMNT01:3324574","100"
"ESPORTSTMNT02:1210432","100"
"ESPORTSTMNT02:1210794","200"
"ESPORTSTMNT01:3330740","100"
"ESPORTSTMNT01:3381478","200"
"ESPORTSTMNT01:3393609","200"
"ESPORTSTMNT01:3370925","100"
"ESPORTSTMNT01:3317461","100"
"ESPORTSTMNT01:3368414","100"
"ESPORTSTMNT01:3325060","100"
"ESPORTSTMNT01:3331486","100"
"ESPORTSTMNT01:3383140","200"
"ESPORTSTMNT01:3369349","200"
"ESPORTSTMNT01:3374504","100"
"ESPORTSTMNT01:3338726","200"
"ESPORTSTMNT01:3325730","100"
"ESPORTSTMNT01:3342607","100"
"ESPORTSTMNT01:3374059","200"
"ESPORTSTMNT01:3370857","100"
"ESPORTSTMNT01:3341642","200"
"ESPORTSTMNT01:3378634","200"
"ESPORTSTMNT01:3379104","200"
"ESPORTSTMNT01:3373407","100"
"ESPORTSTMNT01:3331706","100"
"ESPORTSTMNT01:3333153","200"
"ESPORTSTMNT01:3379552","100"
"ESPORTSTMNT01:3344573","200"
"ESPORTSTMNT01:3336840","100"
"ESPORTSTMNT02:1210415","100"
"ESPORTSTMNT01:3096461","200"
"ESPORTSTMNT01:3407197","200"
"ESPORTSTMNT01:3342349","200"
"ESPORTSTMNT01:3379605","100"
"ESPORTSTMNT01:3373652","100"
"ESPORTSTMNT01:3329647","200"
"ESPORTSTMNT02:1094456","100"
"ESPORTSTMNT01:3366501","100"
"ESPORTSTMNT01:3341050","100"
"ESPORTSTMNT01:3386078","200"
"ESPORTSTMNT01:3378676","100"
"ESPORTSTMNT01:3371446","100"
"ESPORTSTMNT01:3379709","200"
"ESPORTSTMNT01:3335723","200"
"ESPORTSTMNT01:3367222","100"
"ESPORTSTMNT01:3308743","200"
"ESPORTSTMNT01:3382159","100"
"ESPORTSTMNT01:3366569","100"
"ESPORTSTMNT01:3335729","100"
"ESPORTSTMNT01:3379386","100"
"ESPORTSTMNT01:3366443","200"
"ESPORTSTMNT01:3340826","100"
"ESPORTSTMNT01:3368500","100"
"ESPORTSTMNT01:3325862","100"
"ESPORTSTMNT01:3384412","200"
"ESPORTSTMNT01:3369308","100"
"ESPORTSTMNT01:3309925","100"
"ESPORTSTMNT01:3326817","100"
"ESPORTSTMNT01:3380108","200"
"ESPORTSTMNT01:3379674","100"
"ESPORTSTMNT01:3314808","100"
"ESPORTSTMNT01:3373576","200"
"ESPORTSTMNT01:3324554","100"
"ESPORTSTMNT01:3369825","200"
"ESPORTSTMNT01:3374926","200"
"ESPORTSTMNT01:3374638","100"
"ESPORTSTMNT01:3340970","200"
"ESPORTSTMNT01:3379700","200"
"ESPORTSTMNT01:3339740","100"
"ESPORTSTMNT01:3388776","200"
"ESPORTSTMNT01:3335076","200"
"ESPORTSTMNT01:3391402","100"
"ESPORTSTMNT01:3380253","200"
"ESPORTSTMNT01:3387022","100"
"ESPORTSTMNT01:3372328","100"
"ESPORTSTMNT01:3333790","100"
"ESPORTSTMNT01:3382780","200"
"ESPORTSTMNT01:3342090","100"
"ESPORTSTMNT01:3371353","100"
"ESPORTSTMNT01:3342188","100"
"ESPORTSTMNT02:1210370","200"
"ESPORTSTMNT01:3339224","200"
"ESPORTSTMNT01:3384750","200"
"ESPORTSTMNT01:3371626","100"
"ESPORTSTMNT01:3372597","200"
"ESPORTSTMNT02:1221060","200"
"ESPORTSTMNT01:3376001","200"
"ESPORTSTMNT01:3379319","200"
"ESPORTSTMNT01:3309955","100"
"ESPORTSTMNT01:3369306","200"
"ESPORTSTMNT01:3385372","200"
"ESPORTSTMNT01:3385497","200"
"ESPORTSTMNT01:3336492","200"
"ESPORTSTMNT01:3367751","200"
"ESPORTSTMNT01:3331073","100"
"ESPORTSTMNT01:3315570","100"
"ESPORTSTMNT01:3376253","200"
"ESPORTSTMNT01:3344160","100"
"ESPORTSTMNT01:3386889","200"
"ESPORTSTMNT02:1220735","100"
"ESPORTSTMNT01:3373466","100"
"ESPORTSTMNT01:3328079","100"
"ESPORTSTMNT02:1111648","200"
"ESPORTSTMNT01:3375221","100"
"ESPORTSTMNT01:3376223","200"
"ESPORTSTMNT01:3379779","200"
"ESPORTSTMNT01:3395123","100"
"ESPORTSTMNT01:3303502","200"
"ESPORTSTMNT01:3341171","200"
"ESPORTSTMNT01:3337609","100"
"ESPORTSTMNT01:3326301","200"
"ESPORTSTMNT02:1210358","200"
"ESPORTSTMNT01:3342295","100"
"ESPORTSTMNT01:3323497","100"
"ESPORTSTMNT01:3367984","100"
"ESPORTSTMNT02:1210423","100"
"ESPORTSTMNT01:3373930","100"
"ESPORTSTMNT01:3338350","200"
"ESPORTSTMNT01:3380571","100"
"ESPORTSTMNT02:1210775","200"
"ESPORTSTMNT01:3370411","100"
"ESPORTSTMNT01:3373673","200"
"ESPORTSTMNT01:3379122","100"
"ESPORTSTMNT01:3391622","100"
"ESPORTSTMNT01:3368908","100"
"ESPORTSTMNT01:3383089","200"
"ESPORTSTMNT01:3411257","100"
"ESPORTSTMNT01:3382634","200"
"ESPORTSTMNT01:3382214","200"
"ESPORTSTMNT02:1210789","100"
"ESPORTSTMNT01:3366904","100"
"ESPORTSTMNT01:3340421","200"
"ESPORTSTMNT02:1210782","200"
"ESPORTSTMNT01:3330875","200"
"ESPORTSTMNT02:1086823","200"
"ESPORTSTMNT01:3336865","100"
"ESPORTSTMNT01:3378426","100"
"ESPORTSTMNT02:1211110","200"
"ESPORTSTMNT01:3364786","200"
"ESPORTSTMNT01:3336147","200"
"ESPORTSTMNT01:3340987","100"
"ESPORTSTMNT01:3337087","200"
"ESPORTSTMNT01:3381584","100"
"ESPORTSTMNT01:3366804","100"
"ESPORTSTMNT01:3329040","100"
"ESPORTSTMNT01:3372650","200"
"ESPORTSTMNT01:3368401","200"
"ESPORTSTMNT01:3384411","200"
"ESPORTSTMNT01:3384328","200"
"ESPORTSTMNT01:3382257","100"
"ESPORTSTMNT01:3334291","200"
"ESPORTSTMNT02:1084890","100"
"ESPORTSTMNT01:3338064","200"
"ESPORTSTMNT01:3378493","200"
"ESPORTSTMNT01:3327794","200"
"ESPORTSTMNT01:3380050","200"
"ESPORTSTMNT01:3408177","200"
"ESPORTSTMNT02:1080572","100"
"ESPORTSTMNT01:3383508","200"
