"platformgameid","teamid","side","shutdownbounty"
"ESPORTSTMNT02:2972619","98926509884398584","100","1000"
"ESPORTSTMNT02:2570934","99566404581868574","200",
"ESPORTSTMNT04:2451054","105397399468432537","200","0"
"ESPORTSTMNT06:2773423","107581750701049485","200","150"
"ESPORTSTMNT05:1180512","102235771678061291","200",
"ESPORTSTMNT06:1840635","101422616509070746","100",
"ESPORTSTMNT01:3331534","109631326144414089","100","900"
"ESPORTSTMNT04:1480651","98767991926151025","100",
"ESPORTSTMNT01:2145259","105709099258505657","100",
"ESPORTSTMNT02:2077724","104367072827489994","200",
"ESPORTSTMNT01:3322691","108361552741927561","200","150"
"ESPORTSTMNT03:1827052","105549988405523871","100",
"ESPORTSTMNT06:1880460","106371141659311452","100",
"ESPORTSTMNT03:2784400","105543843212923183","100","200"
"ESPORTSTMNT03:3125156","107251374793416561","100","50"
"ESPORTSTMNT01:2705385","100725845018863243","100",
"ESPORTSTMNT05:2942027","99566405126602853","200","1150"
"ESPORTSTMNT01:2905925","107603544245460197","100","150"
"ESPORTSTMNT03:2093892","104202382255290736","200",
"ESPORTSTMNT05:3220333","109523293035238887","100","200"
"ESPORTSTMNT03:1531041","98767991935149427","100",
"ESPORTSTMNT03:1631137","105193385417106233","100",
"ESPORTSTMNT04:1600500","105554088239949229","100",
"ESPORTSTMNT01:3092439","103535282124208038","200","0"
"ESPORTSTMNT01:3384211","109675490370327425","200","400"
"ESPORTSTMNT02:3219312","100725845022060229","100","550"
"ESPORTSTMNT03:2052802","105537444152141556","200",
"ESPORTSTMNT03:1760728","100289931264192378","100",
"ESPORTSTMNT02:2570340","105550024238752685","200",
"ESPORTSTMNT06:2822237","105521419784127190","100","1000"
"ESPORTSTMNT02:3226957","99566408221961358","100","150"
"ESPORTSTMNT01:2872177","103461966951059521","100","100"
"ESPORTSTMNT04:1660205","103935523328473675","100",
"ESPORTSTMNT01:3368936","105550026570060790","200","0"
"ESPORTSTMNT06:2190587","105553606349477427","200","150"
"ESPORTSTMNT05:1821528","99322214689444546","100",
"ESPORTSTMNT03:3186099","107598878262940546","200","1200"
"ESPORTSTMNT06:1861083","102787200129022886","200",
"ESPORTSTMNT03:2548427","107423075317119707","200","50"
"ESPORTSTMNT01:3372346","109696138543579708","200","1300"
"ESPORTSTMNT02:2574506","105549988405523871","200",
"ESPORTSTMNT06:2820754","103878020539746273","100","600"
"ESPORTSTMNT03:2795306","107422385694193066","100","150"
"ESPORTSTMNT04:2200576","105514907449611976","100","2600"
"ESPORTSTMNT03:1826729","105913221137618666","100",
"ESPORTSTMNT06:1570920","104270958001747936","200",
"ESPORTSTMNT06:2773263","105514967858969605","100","850"
"ESPORTSTMNT02:1810483","98926509885559666","100",
"ESPORTSTMNT05:2520889","105520796734358045","100",
"ESPORTSTMNT02:2664788","107582609836036013","200","1750"
"ESPORTSTMNT03:1404226","99566405129589291","100",
"ESPORTSTMNT01:2148222","102747101565183056","200",
"ESPORTSTMNT03:3124728","102787200129022886","100","200"
"ESPORTSTMNT01:3312009","101428372607057464","200","600"
"ESPORTSTMNT04:2210072","103461966965149786","200","500"
"ESPORTSTMNT02:2557973","105594116005157262","200",
"ESPORTSTMNT02:2884308","105537226118106446","100","0"
"ESPORTSTMNT03:3169019","107648168744912288","200","450"
"ESPORTSTMNT02:2789785","107598982142057588","200","500"
"ESPORTSTMNT03:2051113","102787200136756173","100",
"ESPORTSTMNT02:2578008","107598704067400262","100",
"ESPORTSTMNT02:3220352","106827827857159558","100","250"
"ESPORTSTMNT03:3125652","106269859169658575","200","550"
"ESPORTSTMNT01:1884502","103535282119620510","100",
"ESPORTSTMNT05:1210376","99322214691747156","100",
"ESPORTSTMNT03:1100756","102141671184261103","200",
"ESPORTSTMNT01:2696975","103877589042434434","100",
"ESPORTSTMNT02:3139934","99294153824386385","100","850"
"ESPORTSTMNT06:2775252","109539776003058530","100","300"
"ESPORTSTMNT01:1380453","99566408217116828","200",
"ESPORTSTMNT02:2072991","106382545123328648","200",
"ESPORTSTMNT02:2558131","105550049871017396","100",
"ESPORTSTMNT01:3094518","100285330168091787","200","250"
"ESPORTSTMNT05:2600078","105521412995449549","100","0"
"ESPORTSTMNT02:1682784","98926509885559666","100",
"ESPORTSTMNT05:1830194","99566404579461230","200",
"ESPORTSTMNT03:2073463","99566406332987990","100",
"ESPORTSTMNT03:2658140","99566408221961358","100","200"
"ESPORTSTMNT03:2006162","103461966951059521","200",
"ESPORTSTMNT01:1164851","99566405131343995","100",
"ESPORTSTMNT02:2573377","107581765633427097","200",
"ESPORTSTMNT02:1684631","103877589042434434","100",
"ESPORTSTMNT03:3196075","100205576309502431","100","250"
"ESPORTSTMNT05:1971341","99322214689444546","100",
"ESPORTSTMNT01:1731702","105594116005157262","100",
"ESPORTSTMNT02:2911851","105521451717484016","100","1100"
"ESPORTSTMNT06:1840311","105519977854458717","100",
"ESPORTSTMNT05:2520933","105521637552587612","200",
"ESPORTSTMNT02:2067417","106269818143576465","200",
"ESPORTSTMNT03:3125506","108131965235538611","200","800"
"ESPORTSTMNT04:2686417","107128093558481418","100","300"
"ESPORTSTMNT04:1960540","106269804045322803","200",
"ESPORTSTMNT02:2820482","105594135137147298","100","1250"
"ESPORTSTMNT03:2001086","98926509884398584","200",
"ESPORTSTMNT01:1885454","99294153824386385","200",
"ESPORTSTMNT05:1520105","101383793574360315","100",
"ESPORTSTMNT02:3217607","105550042327365041","200","850"
"ESPORTSTMNT02:3220234","106827765448944398","200","800"
"ESPORTSTMNT01:1292974","100205573495116443","200",
"ESPORTSTMNT02:1932870","98767991930907107","200",
"ESPORTSTMNT01:1721548","105550047979361273","200",
"ESPORTSTMNT01:3325316","98767991853197861","200","350"
"ESPORTSTMNT06:2541671","105520786527322647","200","2300"
"ESPORTSTMNT03:2101786","99566405130451785","100",
"ESPORTSTMNT03:1994703","100725845022060229","200",
"ESPORTSTMNT03:1750782","98926509892121852","100",
"ESPORTSTMNT06:2530839","105549993449477104","100","250"
"ESPORTSTMNT01:2593115","107251941920386009","100",
"LPL_A:343579","99566404850008779","200","1000"
"ESPORTSTMNT03:3182920","103461966971048042","100","800"
"ESPORTSTMNT05:1220188","101383793569248484","100",
"ESPORTSTMNT04:1320034","103935446548920777","200",
"ESPORTSTMNT03:2789661","107581209070519555","200","1650"
"ESPORTSTMNT03:2092259","100725845018863243","100",
"ESPORTSTMNT03:2053154","106301891501674861","200",
"ESPORTSTMNT04:2694129","105559480124455983","200","50"
"ESPORTSTMNT02:1732296","105593161016793151","100",
"ESPORTSTMNT01:3343022","101428372605353526","200","50"
"ESPORTSTMNT04:1520454","103495716836203404","100",
"ESPORTSTMNT03:2565472","106382545123328648","100","150"
"ESPORTSTMNT01:2810176","105536773074826367","200","0"
"ESPORTSTMNT02:2820638","107582618156093368","200","50"
"ESPORTSTMNT03:3183190","109696092218588987","100","0"
"ESPORTSTMNT05:2521100","107582173169864040","200",
"ESPORTSTMNT02:1413461","98767991921462763","100",
"ESPORTSTMNT05:1820526","103495716836203404","100",
"ESPORTSTMNT04:2330085","102787200151698443","200","0"
"ESPORTSTMNT02:1281322","98926509883054987","200",
"ESPORTSTMNT04:2674828","98767991926151025","100","600"
"ESPORTSTMNT01:2250146","100205573496804586","200",
"ESPORTSTMNT01:1413949","101383792891050518","200",
"ESPORTSTMNT01:3382498","107467834753797729","200","1100"
"ESPORTSTMNT05:2940832","107597866344501908","200","0"
"ESPORTSTMNT04:2270089","105504044166670507","100","3500"
"ESPORTSTMNT01:1403480","99566405127798575","100",
"ESPORTSTMNT03:1331278","101428372598668846","200",
"ESPORTSTMNT03:3124152","107251374793416561","200","800"
"ESPORTSTMNT01:3301438","99566405128626825","100","250"
"ESPORTSTMNT03:1962215","105537226118106446","100",
"ESPORTSTMNT04:2665307","109539776003058530","200","1050"
"ESPORTSTMNT01:1435224","99566404579461230","100",
"ESPORTSTMNT05:1860324","103963715924353674","200",
"ESPORTSTMNT01:2770511","102747101565183056","100","450"
"ESPORTSTMNT01:2984735","107603600826620492","100","400"
"ESPORTSTMNT03:3126440","101428372605353526","200","1600"
"ESPORTSTMNT05:3220363","109800832177252614","200","2550"
"ESPORTSTMNT03:2093619","99566405124618295","100",
"ESPORTSTMNT02:3219486","106269804045322803","200","0"
"ESPORTSTMNT05:3240516","105559480124455983","100","0"
"ESPORTSTMNT01:2983484","105532791598779236","200","950"
"ESPORTSTMNT06:2260113","105537947396116202","100","0"
"ESPORTSTMNT02:2575044","107581178720470377","100",
"ESPORTSTMNT03:2564408","105505619546859895","100","100"
"ESPORTSTMNT03:2886272","106827839261303409","100","0"
"ESPORTSTMNT02:3226664","99566408219409348","200","550"
"ESPORTSTMNT04:2240181","107416483509696259","100","1050"
"ESPORTSTMNT01:3315982","109782867012820172","200","1450"
"ESPORTSTMNT03:2569652","107581206998502078","100","1500"
"ESPORTSTMNT03:2638018","99566406490127625","200","150"
"ESPORTSTMNT06:2470623","105536643047197642","100","200"
"ESPORTSTMNT02:2067557","99566404581868574","100",
"ESPORTSTMNT03:3101496","106269804045322803","200","200"
"ESPORTSTMNT01:2703280","105550036134585264","200",
"ESPORTSTMNT04:1190143","99566406065437842","100",
"ESPORTSTMNT03:3092519","107599144012469862","200","550"
"ESPORTSTMNT05:1430773","103461966965149786","200",
"ESPORTSTMNT04:2170359","103935642731826448","200","0"
"ESPORTSTMNT01:2136552","105543843212923183","200",
"ESPORTSTMNT03:2130417","101428372602011186","200",
"ESPORTSTMNT02:1936034","99566405128626825","100",
"ESPORTSTMNT04:2663167","102787200136756173","100","350"
"ESPORTSTMNT03:3089131","105550059790656435","100","150"
"ESPORTSTMNT02:3210527","103461966971048042","200","0"
"ESPORTSTMNT06:2821361","109637393694097670","200","50"
"ESPORTSTMNT03:3180588","105550059790656435","100","650"
"ESPORTSTMNT06:2420139","103535282140533402","100","900"
"ESPORTSTMNT02:3218876","109692071893352727","200","50"
"ESPORTSTMNT03:2130420","106269804045322803","200",
"ESPORTSTMNT04:1320021","103877589042434434","100",
"ESPORTSTMNT02:1687553","105520816474194464","100",
"ESPORTSTMNT02:2570601","105550047979361273","200",
"ESPORTSTMNT01:1732130","105543843212923183","200",
"ESPORTSTMNT02:2065422","99566405123587075","100",
"ESPORTSTMNT05:1400069","103535282138043022","200",
"ESPORTSTMNT01:1887455","100725845018863243","100",
"ESPORTSTMNT01:3380571","110534749775658790","100","800"
"ESPORTSTMNT06:1300815","98767991949608898","100",
"ESPORTSTMNT02:3186302","102787200129022886","200","50"
"ESPORTSTMNT04:1480753","101383793572656373","200",
"ESPORTSTMNT03:2789925","107598651997213225","100","2050"
"ESPORTSTMNT03:2793528","105521706535388095","200","50"
"ESPORTSTMNT01:3325299","105550042327365041","200","1250"
"ESPORTSTMNT04:2663193","105505619546859895","200","500"
"ESPORTSTMNT03:2569590","107467803833323099","200","1000"
"ESPORTSTMNT04:2450607","105550051809743868","200","1600"
"ESPORTSTMNT06:1720426","103461966965149786","100",
"ESPORTSTMNT03:3191273","109675484017801229","100","0"
"ESPORTSTMNT02:2785238","107581759470356115","200","300"
"ESPORTSTMNT03:3092154","106806779752531762","200","0"
"ESPORTSTMNT03:2886003","101428372598668846","200","0"
"ESPORTSTMNT01:3414360","99566406490127625","100","550"
"ESPORTSTMNT04:1320065","103877675241047720","100",
"LPL_A:342574","99566404854685458","100","500"
"ESPORTSTMNT03:3198196","110534728305628996","200","1350"
"ESPORTSTMNT02:1085123","99566408221114231","200",
"ESPORTSTMNT01:1151693","100205573495116443","200",
"ESPORTSTMNT01:2915328","107599188771591359","200","1700"
"ESPORTSTMNT01:3337072","99566408562477641","200","300"
"ESPORTSTMNT01:2771055","107635420167535818","200","1600"
"ESPORTSTMNT01:2983570","107467827374313054","200","0"
"ESPORTSTMNT02:1401927","99566408221114231","100",
"ESPORTSTMNT01:2966006","105503848339138647","100","600"
"ESPORTSTMNT01:2984465","107603566520687175","100","1100"
"ESPORTSTMNT05:3060709","105553606349477427","200","100"
"ESPORTSTMNT02:3162231","105550026570060790","100","100"
"ESPORTSTMNT05:2560508","102787200151698443","100","650"
"ESPORTSTMNT01:3344120","100205573495116443","200","500"
"ESPORTSTMNT01:3330530","99294153828264740","100","900"
"ESPORTSTMNT03:3129958","107597875833524424","100","150"
"ESPORTSTMNT03:2101799","102787200126663579","100",
"ESPORTSTMNT03:2785721","100205573495116443","200","0"
"ESPORTSTMNT01:3403380","98767991860392497","100","0"
"ESPORTSTMNT03:3165086","98767991921462763","200","0"
"ESPORTSTMNT06:1550200","104710359142494900","200",
"ESPORTSTMNT06:2532178","100205573495116443","200","0"
"ESPORTSTMNT01:1132049","99294153826603341","200",
"ESPORTSTMNT01:1141669","99566405125435312","200",
"ESPORTSTMNT02:1686353","101383792559569368","200",
"ESPORTSTMNT03:1994402","105536918475957734","100",
"ESPORTSTMNT01:2772486","107603544245460197","100","1250"
"ESPORTSTMNT03:2562589","106269859169658575","200","550"
"ESPORTSTMNT03:3157140","107581759470356115","200","0"
"ESPORTSTMNT03:2002898","105550036134585264","200",
"ESPORTSTMNT01:3344149","100285330168091787","100","1850"
"ESPORTSTMNT04:1970482","99566404850008779","200",
"ESPORTSTMNT02:1114489","98767991877340524","200",
"ESPORTSTMNT06:1880908","103535282158162659","200",
"ESPORTSTMNT01:2773503","102747101565183056","200","700"
"ESPORTSTMNT02:1725487","104710678170825211","100",
"ESPORTSTMNT02:2662863","107423075317119707","200","1150"
"ESPORTSTMNT03:1334281","103535282124208038","100",
"ESPORTSTMNT02:3218051","109828279319224248","100","300"
"ESPORTSTMNT02:2914489","107467803833323099","100","50"
"ESPORTSTMNT03:1996567","104710678170825211","100",
"ESPORTSTMNT01:3331967","99294153828264740","100","750"
"ESPORTSTMNT05:1220174","99322214689444546","100",
"ESPORTSTMNT01:1425770","100205573496804586","100",
"ESPORTSTMNT03:3123485","109698855806033734","200","550"
"ESPORTSTMNT02:2776321","105520822049210915","100","50"
"ESPORTSTMNT03:3126983","106382545123328648","100","900"
"ESPORTSTMNT01:2695445","107581296208168309","200",
"ESPORTSTMNT01:2131887","99566405130451785","200",
"ESPORTSTMNT01:2966223","107582184905264520","100","950"
"ESPORTSTMNT03:3094137","109698026697016325","100","400"
"ESPORTSTMNT05:2680303","108203173414485265","200","0"
"ESPORTSTMNT02:2076056","101428372598668846","100",
"ESPORTSTMNT01:1434574","103461966971048042","200",
"ESPORTSTMNT03:2546555","107598712583969458","200","500"
"ESPORTSTMNT02:1211123","103240746425727619","200",
"ESPORTSTMNT06:1210074","102787200155434012","200",
"ESPORTSTMNT02:1086922","98926509885559666","200",
"ESPORTSTMNT02:2664799","107582638341246907","100","1150"
"ESPORTSTMNT06:1320638","103877589042434434","200",
"ESPORTSTMNT03:3182296","109480204628225868","100","100"
"ESPORTSTMNT03:2795223","102787200129022886","200","750"
"ESPORTSTMNT06:1840593","103461966965149786","200",
"ESPORTSTMNT01:1896574","105537444152141556","100",
"ESPORTSTMNT03:1991312","105397404796640412","200",
"ESPORTSTMNT03:1323083","98767991853197861","200",
"LPL_A:343295","98767991892579754","100","0"
"ESPORTSTMNT02:1936610","99566405130451785","100",
"ESPORTSTMNT03:3088450","107581689894520368","200","100"
"ESPORTSTMNT01:3404687","105550026570060790","200","0"
"ESPORTSTMNT04:2450274","99566408222831088","200","0"
"ESPORTSTMNT03:2630703","105913238372341488","200","0"
"ESPORTSTMNT02:3217972","98767991853197861","200","450"
"ESPORTSTMNT02:2810035","105550054006182911","200","150"
"ESPORTSTMNT01:3010079","107582184905264520","200","850"
"ESPORTSTMNT02:3141970","98926509883054987","200","50"
"ESPORTSTMNT06:2541495","101383793574360315","200","900"
"ESPORTSTMNT01:1155844","101428372607057464","200",
"ESPORTSTMNT03:1334593","99566408356697119","200",
"ESPORTSTMNT01:2146356","99566405127798575","100",
"ESPORTSTMNT02:2076360","106382545123328648","100",
"ESPORTSTMNT06:2816846","107450819235010833","200","150"
"ESPORTSTMNT04:2685274","102235771678061291","100","400"
"ESPORTSTMNT05:2060921","99566406069969565","100",
"ESPORTSTMNT04:2687512","101383793574360315","200","250"
"ESPORTSTMNT06:2260180","103535282135552642","200","150"
"ESPORTSTMNT04:2471023","105550036134585264","200","1550"
"ESPORTSTMNT06:2818765","105514967858969605","100","1250"
"ESPORTSTMNT02:2820281","99566404581868574","200","950"
"ESPORTSTMNT02:3059852","100205573495116443","200","150"
"ESPORTSTMNT01:1896559","105520781900097659","200",
"ESPORTSTMNT02:2663999","107582618156093368","200","1800"
"ESPORTSTMNT01:2131911","99566405124618295","100",
"ESPORTSTMNT02:2972450","98926509892121852","100","100"
"ESPORTSTMNT03:1552433","98767991866488695","200",
"ESPORTSTMNT01:1151939","99566405130451785","200",
"ESPORTSTMNT04:2451662","99566404579461230","200","1350"
"ESPORTSTMNT04:2690257","99566406064558732","200","400"
"ESPORTSTMNT03:3134198","109981678167856017","100","1200"
"ESPORTSTMNT01:1891131","105550047979361273","100",
"ESPORTSTMNT03:1533025","100725845018863243","100",
"ESPORTSTMNT03:2051658","99322214684939974","200",
"ESPORTSTMNT03:3102548","109692071893352727","100","250"
"ESPORTSTMNT04:2659063","105553606349477427","100","0"
"ESPORTSTMNT03:3166491","107067065368380132","200","500"
"ESPORTSTMNT02:2066224","101428372607057464","100",
"ESPORTSTMNT06:2210177","101383793567806688","200","50"
"ESPORTSTMNT05:2520235","103535282138043022","200",
"ESPORTSTMNT02:2810341","105537226118106446","100","1100"
"ESPORTSTMNT04:1890121","105553606349477427","100",
"ESPORTSTMNT02:2151817","103461966975897718","100",
"ESPORTSTMNT03:2794579","99566405130451785","100","150"
"ESPORTSTMNT03:3118326","100205576309502431","100","750"
"ESPORTSTMNT05:3223046","105553606349477427","100","0"
"ESPORTSTMNT03:2561422","99566405126602853","100","1300"
"ESPORTSTMNT02:3052797","100285330168091787","100","50"
"ESPORTSTMNT05:3090067","98767991949608898","100","600"
"LPL_A:342365","99566404853058754","200","1100"
"ESPORTSTMNT04:2663708","99322214689444546","100","650"
"ESPORTSTMNT03:2783067","107581759470356115","200","50"
"ESPORTSTMNT03:3100398","107422385694193066","100","2100"
"ESPORTSTMNT03:3120298","107467827374313054","100","50"
"ESPORTSTMNT06:1860114","104710354840711661","200",
"ESPORTSTMNT01:1413619","98767991921462763","100",
"ESPORTSTMNT02:1735493","105550033967461806","200",
"ESPORTSTMNT04:2665607","103935468920814040","100","100"
"ESPORTSTMNT02:2558009","105549998884468136","100",
"ESPORTSTMNT03:1962356","99566405128626825","100",
"ESPORTSTMNT06:1720675","100725845018863243","100",
