"gametime","platformgameid","teamid","buildingtype"
"848602","ESPORTSTMNT03:3191226","100","turret"
"989384","ESPORTSTMNT03:2893474","100","turret"
"838083","ESPORTSTMNT02:2555406","100","turret"
"810989","ESPORTSTMNT02:3209665","100","turret"
"1144911","ESPORTSTMNT01:2030402","100","turret"
"1532156","ESPORTSTMNT01:3327461","100","inhibitor"
"973326","ESPORTSTMNT01:1882219","200","turret"
"859167","ESPORTSTMNT03:1961491","200","turret"
"1810451","ESPORTSTMNT01:1895906","100","inhibitor"
"925656","ESPORTSTMNT01:2903980","100","turret"
"639301","ESPORTSTMNT03:1392549","200","turret"
"805558","ESPORTSTMNT01:3296602","200","turret"
"1049511","ESPORTSTMNT03:2564077","100","turret"
"890809","ESPORTSTMNT04:1600066","100","turret"
"1046515","ESPORTSTMNT06:1180395","200","turret"
"945180","ESPORTSTMNT01:1403870","200","turret"
"2841046","ESPORTSTMNT02:1091677","100","inhibitor"
"1500713","ESPORTSTMNT02:2914512","200","inhibitor"
"985017","ESPORTSTMNT03:2070649","100","turret"
"976237","ESPORTSTMNT02:2840572","200","turret"
"727529","ESPORTSTMNT06:1830973","100","turret"
"1010088","ESPORTSTMNT01:1313913","200","turret"
"667512","ESPORTSTMNT01:2149673","200","turret"
"1603823","ESPORTSTMNT01:1291178","200","inhibitor"
"2371492","ESPORTSTMNT05:1390202","200","inhibitor"
"956082","ESPORTSTMNT06:1880209","100","turret"
"978548","ESPORTSTMNT03:1404095","200","turret"
"1534424","ESPORTSTMNT03:3130386","100","inhibitor"
"914447","ESPORTSTMNT02:3191919","100","turret"
"1909126","ESPORTSTMNT04:1960743","200","inhibitor"
"2308199","ESPORTSTMNT05:1971229","200","inhibitor"
"1145666","ESPORTSTMNT05:3239472","200","inhibitor"
"1021130","ESPORTSTMNT03:3181455","100","turret"
"1006870","ESPORTSTMNT01:1131249","100","turret"
"1499502","ESPORTSTMNT01:1415378","200","turret"
"805239","ESPORTSTMNT01:2965326","100","turret"
"1588950","ESPORTSTMNT03:3181077","100","inhibitor"
"1163845","ESPORTSTMNT03:1760831","100","turret"
"969823","ESPORTSTMNT06:2531022","200","turret"
"1972929","ESPORTSTMNT03:2654541","200","inhibitor"
"971077","ESPORTSTMNT01:1305850","100","turret"
"931758","ESPORTSTMNT02:3229320","100","turret"
"888846","ESPORTSTMNT01:2697602","100","turret"
"648319","ESPORTSTMNT02:1401606","200","turret"
"926384","ESPORTSTMNT01:2914138","100","turret"
"1991047","ESPORTSTMNT02:2820090","100","inhibitor"
"744075","ESPORTSTMNT01:1895503","200","turret"
"1607934","ESPORTSTMNT04:2280075","200","inhibitor"
"1066811","ESPORTSTMNT03:2072623","100","turret"
"946217","ESPORTSTMNT04:2280125","100","turret"
"836179","ESPORTSTMNT01:2591840","100","turret"
"1435857","ESPORTSTMNT03:3119955","100","inhibitor"
"893013","ESPORTSTMNT06:2774727","200","turret"
"809057","ESPORTSTMNT04:1240418","200","turret"
"727591","ESPORTSTMNT02:3169621","100","turret"
"1959479","ESPORTSTMNT02:1725136","100","inhibitor"
"820959","ESPORTSTMNT05:3220606","100","turret"
"1710648","ESPORTSTMNT06:2768801","100","inhibitor"
"1698578","ESPORTSTMNT05:1510184","100","inhibitor"
"2105232","ESPORTSTMNT02:1722602","100","inhibitor"
"954654","ESPORTSTMNT03:3192491","200","turret"
"1083875","ESPORTSTMNT01:3378634","200","turret"
"579430","ESPORTSTMNT06:1720302","100","turret"
"2065800","ESPORTSTMNT03:2796826","200","inhibitor"
"1086553","ESPORTSTMNT02:2787159","100","turret"
"657245","ESPORTSTMNT05:1970746","200","turret"
"1886584","ESPORTSTMNT01:3328669","200","inhibitor"
"910137","ESPORTSTMNT03:2054954","200","turret"
"1030269","ESPORTSTMNT04:1130299","200","turret"
"1463811","ESPORTSTMNT03:3198185","200","inhibitor"
"1571238","ESPORTSTMNT06:2774493","200","turret"
"1574407","ESPORTSTMNT02:3166677","100","inhibitor"
"1028205","ESPORTSTMNT03:2090933","100","turret"
"1564930","ESPORTSTMNT05:3222081","100","inhibitor"
"647116","ESPORTSTMNT06:2580510","100","turret"
"1067172","ESPORTSTMNT01:1302628","200","turret"
"1636566","ESPORTSTMNT03:1092362","200","inhibitor"
"1002400","ESPORTSTMNT01:3388094","100","turret"
"1927343","ESPORTSTMNT01:2696307","200","inhibitor"
"831585","ESPORTSTMNT04:1250400","200","turret"
"1019556","ESPORTSTMNT06:1072121","100","turret"
"711717","ESPORTSTMNT03:2102667","200","turret"
"594415","ESPORTSTMNT04:1670362","200","turret"
"1848565","ESPORTSTMNT06:2530913","100","inhibitor"
"601264","ESPORTSTMNT02:1401730","200","turret"
"2156079","ESPORTSTMNT03:2003820","200","inhibitor"
"558691","ESPORTSTMNT02:1381638","200","turret"
"1082461","ESPORTSTMNT03:2894757","200","turret"
"1767917","ESPORTSTMNT06:1570194","200","inhibitor"
"1478297","ESPORTSTMNT03:1551557","200","inhibitor"
"899730","ESPORTSTMNT01:3404170","100","turret"
"1195635","ESPORTSTMNT01:3383140","100","turret"
"900044","ESPORTSTMNT02:2830284","200","turret"
"776509","ESPORTSTMNT03:1962257","200","turret"
"1346307","ESPORTSTMNT04:2450503","100","turret"
"2425303","ESPORTSTMNT04:2683333","100","inhibitor"
"914526","LPL_B:328247","100","turret"
"859429","ESPORTSTMNT06:1160522","100","turret"
"1041964","ESPORTSTMNT01:2705859","200","turret"
"1532795","ESPORTSTMNT04:1210002","200","inhibitor"
"732075","ESPORTSTMNT01:2702921","100","turret"
"1950531","ESPORTSTMNT02:2971588","200","inhibitor"
"927994","ESPORTSTMNT03:3169171","100","turret"
"1637093","ESPORTSTMNT01:2240125","200","inhibitor"
"688347","ESPORTSTMNT03:1996472","200","turret"
"1072841","ESPORTSTMNT04:2692188","200","turret"
"1136344","ESPORTSTMNT01:3312378","200","inhibitor"
"1810824","ESPORTSTMNT01:2131217","200","inhibitor"
"899342","ESPORTSTMNT03:1755882","100","turret"
"1506383","ESPORTSTMNT01:1890876","100","inhibitor"
"667648","ESPORTSTMNT01:1882148","200","turret"
"1022716","ESPORTSTMNT03:1766813","100","turret"
"894340","ESPORTSTMNT03:2784187","100","turret"
"1951885","ESPORTSTMNT03:3084624","200","inhibitor"
"746516","ESPORTSTMNT01:2703490","200","turret"
"1168382","ESPORTSTMNT06:1170225","100","turret"
"1031214","ESPORTSTMNT05:1540092","100","turret"
"1096012","ESPORTSTMNT03:1826045","100","turret"
"2015533","ESPORTSTMNT03:1811719","200","inhibitor"
"936477","ESPORTSTMNT04:1480665","200","turret"
"973720","ESPORTSTMNT01:1404282","200","turret"
"883924","ESPORTSTMNT03:2637552","200","turret"
"1677320","ESPORTSTMNT01:3382983","100","inhibitor"
"1889421","ESPORTSTMNT03:2885353","200","inhibitor"
"993714","ESPORTSTMNT01:2783447","100","turret"
"1019009","ESPORTSTMNT01:3082925","100","turret"
"2026807","ESPORTSTMNT03:3180550","100","inhibitor"
"1277210","ESPORTSTMNT01:3301814","200","turret"
"807162","ESPORTSTMNT05:2060462","200","turret"
"963783","ESPORTSTMNT03:3168139","100","turret"
"2031520","ESPORTSTMNT02:2771183","200","inhibitor"
"928524","ESPORTSTMNT01:2210754","100","turret"
"1870726","ESPORTSTMNT01:2872143","100","inhibitor"
"631267","ESPORTSTMNT06:1720911","200","turret"
"876442","ESPORTSTMNT01:2734280","200","turret"
"2090144","ESPORTSTMNT01:3330904","200","inhibitor"
"646319","ESPORTSTMNT01:2982685","200","turret"
"1621149","ESPORTSTMNT01:3409696","200","inhibitor"
"975536","ESPORTSTMNT04:2664746","100","turret"
"1742332","ESPORTSTMNT04:2471455","100","inhibitor"
"1734834","ESPORTSTMNT03:1813915","200","inhibitor"
"1483961","ESPORTSTMNT01:2134677","100","inhibitor"
"1408539","ESPORTSTMNT02:3162518","200","inhibitor"
"2398775","ESPORTSTMNT05:2520944","100","inhibitor"
"1108916","ESPORTSTMNT03:2886408","100","turret"
"912405","ESPORTSTMNT03:1441961","200","turret"
"1231802","ESPORTSTMNT06:2541470","200","inhibitor"
"551738","ESPORTSTMNT02:1937967","200","turret"
"2369276","ESPORTSTMNT03:2580341","200","inhibitor"
"1052843","ESPORTSTMNT02:2073615","100","turret"
"2157342","ESPORTSTMNT05:2060473","200","inhibitor"
"1876634","ESPORTSTMNT02:2064254","200","inhibitor"
"1309123","ESPORTSTMNT03:2542861","100","turret"
"1617049","LPL_A:343661","100","inhibitor"
"1503484","ESPORTSTMNT04:2170308","100","inhibitor"
"1173308","ESPORTSTMNT01:3385110","200","inhibitor"
"1163701","ESPORTSTMNT03:2786091","100","turret"
"875617","ESPORTSTMNT05:2530526","100","turret"
"1077001","ESPORTSTMNT03:2637737","100","turret"
"634322","ESPORTSTMNT01:1896015","200","turret"
"904712","ESPORTSTMNT01:2772072","100","turret"
"872789","ESPORTSTMNT02:1331126","100","turret"
"1914707","ESPORTSTMNT02:1331126","100","inhibitor"
"1341194","ESPORTSTMNT06:2531436","100","turret"
"2395296","ESPORTSTMNT01:2142621","100","inhibitor"
"595001","ESPORTSTMNT03:2544985","200","turret"
"811599","ESPORTSTMNT04:1320021","200","turret"
"807026","ESPORTSTMNT02:2884408","100","turret"
"945873","ESPORTSTMNT03:3175763","100","turret"
"900077","ESPORTSTMNT02:3219287","100","turret"
"1830240","ESPORTSTMNT03:2006113","200","inhibitor"
"2463975","ESPORTSTMNT04:2470362","100","inhibitor"
"1201136","ESPORTSTMNT02:2673002","200","inhibitor"
"1031672","ESPORTSTMNT01:3417445","100","turret"
"1056750","ESPORTSTMNT03:3103041","200","turret"
"1311864","ESPORTSTMNT01:3083701","200","turret"
"895816","ESPORTSTMNT02:3216593","200","turret"
"835515","ESPORTSTMNT03:1122058","200","turret"
"1607348","ESPORTSTMNT01:3335463","100","turret"
"570921","ESPORTSTMNT06:2510261","100","turret"
"1470472","ESPORTSTMNT02:2066114","200","inhibitor"
"1070408","ESPORTSTMNT03:1119173","200","turret"
"891929","ESPORTSTMNT01:2701429","100","turret"
"1920063","ESPORTSTMNT03:2714459","200","inhibitor"
"2285498","ESPORTSTMNT05:2940663","200","inhibitor"
"1582554","ESPORTSTMNT03:1755530","100","inhibitor"
"1446732","ESPORTSTMNT05:1860722","200","turret"
"830116","ESPORTSTMNT03:2075530","100","turret"
"1037806","ESPORTSTMNT01:2135295","200","turret"
"1519938","ESPORTSTMNT02:3143269","200","inhibitor"
"1958136","ESPORTSTMNT04:2110671","200","inhibitor"
"1853552","ESPORTSTMNT01:1401212","200","inhibitor"
"1846804","ESPORTSTMNT06:2776004","100","inhibitor"
"680221","ESPORTSTMNT01:1732213","200","turret"
"2379942","ESPORTSTMNT02:2558803","200","inhibitor"
"1160768","ESPORTSTMNT01:2132307","100","inhibitor"
"1747634","ESPORTSTMNT03:3118014","100","inhibitor"
"1716459","ESPORTSTMNT03:2054719","200","inhibitor"
"860327","ESPORTSTMNT03:1331083","100","turret"
"1222965","ESPORTSTMNT02:2150531","100","turret"
"1642395","ESPORTSTMNT02:1113882","100","turret"
"666706","ESPORTSTMNT04:2200585","200","turret"
"1698379","ESPORTSTMNT04:2411525","100","inhibitor"
"1252540","ESPORTSTMNT06:2815507","100","turret"
"752382","ESPORTSTMNT02:1394880","100","turret"
"1563344","ESPORTSTMNT01:2200736","100","inhibitor"
"759871","ESPORTSTMNT04:2170424","200","turret"
"1104223","ESPORTSTMNT04:2110693","200","turret"
"1092596","ESPORTSTMNT06:2773308","100","inhibitor"
"1018685","ESPORTSTMNT03:2789627","100","turret"
"903314","ESPORTSTMNT06:2819277","100","turret"
"955063","ESPORTSTMNT02:1721790","100","turret"
"748050","ESPORTSTMNT02:1694138","100","turret"
"1145922","ESPORTSTMNT03:1990176","100","turret"
"1847707","ESPORTSTMNT01:1426113","100","inhibitor"
"1265398","ESPORTSTMNT03:1443731","100","turret"
"602327","ESPORTSTMNT02:1696749","200","turret"
"1118236","ESPORTSTMNT03:3189769","200","inhibitor"
"1790020","ESPORTSTMNT01:3415800","100","inhibitor"
"1394238","ESPORTSTMNT04:2450984","200","turret"
"1007080","ESPORTSTMNT02:1927434","200","turret"
"2251980","ESPORTSTMNT04:1610063","100","inhibitor"
"961592","ESPORTSTMNT01:3096974","100","turret"
"859513","ESPORTSTMNT04:2668085","200","turret"
"2109038","ESPORTSTMNT03:2636718","200","inhibitor"
"611049","ESPORTSTMNT01:3304359","100","turret"
"1057410","ESPORTSTMNT03:2783491","100","turret"
"616843","ESPORTSTMNT03:1827088","100","turret"
"2103780","ESPORTSTMNT02:2775104","200","inhibitor"
"1094302","ESPORTSTMNT03:2637336","200","turret"
"948655","ESPORTSTMNT04:2170513","100","turret"
"1158356","ESPORTSTMNT04:2691247","200","turret"
"929504","ESPORTSTMNT02:2965292","200","turret"
"750849","ESPORTSTMNT01:1144463","100","turret"
"1054229","ESPORTSTMNT03:2701947","200","turret"
"1549806","ESPORTSTMNT03:2701947","200","inhibitor"
"925816","ESPORTSTMNT02:3045864","200","turret"
"1038009","ESPORTSTMNT01:1301128","100","turret"
"805817","ESPORTSTMNT06:2773874","200","turret"
"854422","ESPORTSTMNT01:2770671","100","turret"
"746316","ESPORTSTMNT05:1440596","200","turret"
"1758417","ESPORTSTMNT01:2697333","100","inhibitor"
"1035044","ESPORTSTMNT03:3086429","100","turret"
"1520367","ESPORTSTMNT03:1682498","100","inhibitor"
"954348","ESPORTSTMNT03:3198623","100","turret"
"1906735","ESPORTSTMNT02:1095368","200","inhibitor"
"1392984","ESPORTSTMNT02:1686805","200","inhibitor"
"1574177","ESPORTSTMNT01:1152878","200","turret"
"1526900","ESPORTSTMNT01:1370345","100","inhibitor"
"1497528","ESPORTSTMNT06:1200082","100","inhibitor"
"1660959","ESPORTSTMNT01:1120997","100","inhibitor"
"991900","ESPORTSTMNT01:2782631","200","turret"
"952303","ESPORTSTMNT03:1334720","100","turret"
"1067182","ESPORTSTMNT02:2776167","100","turret"
"714453","ESPORTSTMNT02:1926968","200","turret"
"1959230","ESPORTSTMNT02:2963790","100","inhibitor"
"2199837","ESPORTSTMNT03:3198743","200","inhibitor"
"911043","ESPORTSTMNT06:1830784","100","turret"
"968200","ESPORTSTMNT03:2544412","100","turret"
"967352","ESPORTSTMNT02:1926315","200","turret"
"1788835","ESPORTSTMNT02:2775482","100","inhibitor"
"1431197","ESPORTSTMNT03:1404409","200","turret"
"1723434","ESPORTSTMNT02:2963581","100","inhibitor"
"929615","ESPORTSTMNT05:2940830","200","turret"
"1472994","ESPORTSTMNT06:1881367","100","inhibitor"
"1853786","ESPORTSTMNT02:2075932","200","inhibitor"
"1345026","ESPORTSTMNT02:3216887","100","inhibitor"
"1858931","ESPORTSTMNT03:1342267","200","inhibitor"
"765323","ESPORTSTMNT02:2661932","200","turret"
"685186","ESPORTSTMNT06:2260488","100","turret"
"2053728","ESPORTSTMNT01:2903317","200","inhibitor"
"921509","ESPORTSTMNT01:3309997","200","turret"
"994344","ESPORTSTMNT06:2211076","100","turret"
"1939824","ESPORTSTMNT06:2211076","100","inhibitor"
"1018867","ESPORTSTMNT03:3113362","200","turret"
"911130","ESPORTSTMNT01:3331766","100","turret"
"1223813","ESPORTSTMNT03:2568072","200","inhibitor"
"1275385","ESPORTSTMNT05:2750365","100","turret"
"1085989","ESPORTSTMNT02:3210357","100","turret"
"862294","ESPORTSTMNT03:3122302","200","turret"
"1376470","ESPORTSTMNT04:2430200","200","inhibitor"
"1008702","ESPORTSTMNT05:3217543","200","turret"
"1909394","ESPORTSTMNT03:1765854","200","inhibitor"
"1947862","ESPORTSTMNT03:2101818","200","inhibitor"
"925937","ESPORTSTMNT02:1685388","200","turret"
"691410","ESPORTSTMNT05:1430413","200","turret"
"1840186","ESPORTSTMNT04:2451805","100","inhibitor"
"916624","ESPORTSTMNT01:3314348","200","turret"
"2147125","ESPORTSTMNT03:2638159","200","inhibitor"
"1474135","ESPORTSTMNT04:2230272","100","inhibitor"
"1297824","ESPORTSTMNT06:1180338","200","inhibitor"
"1513597","ESPORTSTMNT01:2200812","200","inhibitor"
"1461506","ESPORTSTMNT03:2893877","200","inhibitor"
"1292567","ESPORTSTMNT03:3186254","100","turret"
"2443631","ESPORTSTMNT03:1141615","200","inhibitor"
"1040751","ESPORTSTMNT04:1610057","100","turret"
"981203","ESPORTSTMNT02:3160835","200","turret"
"1723896","ESPORTSTMNT01:3301956","200","inhibitor"
"934188","ESPORTSTMNT05:1831828","100","turret"
"1432206","ESPORTSTMNT06:2816670","200","inhibitor"
"645033","ESPORTSTMNT03:1683744","200","turret"
"1107073","ESPORTSTMNT03:2006394","100","turret"
"1391308","ESPORTSTMNT01:3093719","200","inhibitor"
"1150900","ESPORTSTMNT01:3312668","100","turret"
"1800915","ESPORTSTMNT02:1960637","200","inhibitor"
"1496323","ESPORTSTMNT03:1756413","100","turret"
"1789085","ESPORTSTMNT05:2980085","100","inhibitor"
"751339","ESPORTSTMNT02:1923979","100","turret"
"1828104","ESPORTSTMNT03:1331545","100","inhibitor"
"1032566","ESPORTSTMNT06:2816450","100","turret"
"730306","ESPORTSTMNT04:1880317","200","turret"
"676856","ESPORTSTMNT04:2690267","200","turret"
"1252417","ESPORTSTMNT01:2135159","200","turret"
"727692","ESPORTSTMNT03:1115164","200","turret"
"1087362","ESPORTSTMNT02:1293807","100","turret"
"1341089","ESPORTSTMNT03:3185300","200","inhibitor"
"1365146","ESPORTSTMNT01:1306370","100","inhibitor"
"2600069","ESPORTSTMNT03:1432061","200","inhibitor"
"637758","ESPORTSTMNT01:1155844","200","turret"
"1372367","ESPORTSTMNT02:2914011","100","turret"
"1547462","ESPORTSTMNT01:2800554","100","inhibitor"
"1583504","ESPORTSTMNT03:1996386","100","inhibitor"
"1808976","ESPORTSTMNT01:2744630","200","inhibitor"
"896528","ESPORTSTMNT03:3161590","200","turret"
"2200114","ESPORTSTMNT03:3161590","200","inhibitor"
"2000657","ESPORTSTMNT01:1370788","200","inhibitor"
"1361586","ESPORTSTMNT04:1240418","100","inhibitor"
"904095","ESPORTSTMNT01:3370375","200","turret"
"911806","ESPORTSTMNT01:3091455","200","turret"
"1072401","ESPORTSTMNT04:2200238","200","turret"
"1649281","ESPORTSTMNT03:2714869","200","inhibitor"
"1053113","ESPORTSTMNT02:1725974","200","turret"
"863571","ESPORTSTMNT01:1370134","100","turret"
"1280943","ESPORTSTMNT04:980243","100","turret"
"2031570","ESPORTSTMNT02:2558449","200","inhibitor"
"1403849","ESPORTSTMNT01:3301792","200","inhibitor"
"895121","ESPORTSTMNT01:2772557","100","turret"
"1277530","ESPORTSTMNT03:2001551","200","turret"
"583102","ESPORTSTMNT02:2552343","100","turret"
"1692088","ESPORTSTMNT01:3310324","200","inhibitor"
"1014418","ESPORTSTMNT04:2691904","200","turret"
"942888","ESPORTSTMNT01:3386154","100","turret"
"1705577","ESPORTSTMNT03:2795619","100","inhibitor"
"1396549","ESPORTSTMNT04:2672368","200","inhibitor"
"1755602","ESPORTSTMNT01:2698440","100","inhibitor"
"1845475","ESPORTSTMNT03:1352450","200","inhibitor"
"2188577","ESPORTSTMNT02:3163028","100","inhibitor"
"683730","ESPORTSTMNT02:2911303","100","turret"
"1091330","ESPORTSTMNT03:3102521","100","turret"
"1042918","ESPORTSTMNT03:3119055","200","turret"
"989038","ESPORTSTMNT01:1692355","200","turret"
"1559229","ESPORTSTMNT03:2565612","200","inhibitor"
"2019378","ESPORTSTMNT02:1102436","200","inhibitor"
"610399","ESPORTSTMNT05:1410116","200","turret"
"1626494","ESPORTSTMNT05:1410116","200","inhibitor"
"2061612","ESPORTSTMNT03:2656628","100","inhibitor"
"726745","ESPORTSTMNT04:960826","200","turret"
"779420","ESPORTSTMNT02:2064235","200","turret"
"1155540","ESPORTSTMNT03:2784371","200","turret"
"1769259","ESPORTSTMNT03:2634748","200","inhibitor"
"1877993","ESPORTSTMNT03:2656838","100","inhibitor"
"901121","ESPORTSTMNT01:2782918","100","turret"
"1325906","ESPORTSTMNT05:1820981","100","turret"
"1843426","ESPORTSTMNT01:1682289","200","inhibitor"
"1067245","ESPORTSTMNT02:3213439","200","turret"
"1796490","ESPORTSTMNT06:2210495","200","inhibitor"
"1516845","ESPORTSTMNT01:1133144","100","inhibitor"
"1352294","ESPORTSTMNT06:1860060","200","inhibitor"
"936319","ESPORTSTMNT01:2704268","200","turret"
"1643252","ESPORTSTMNT01:3405252","100","inhibitor"
"1622868","LPL_A:331456","200","inhibitor"
"650814","ESPORTSTMNT01:3405009","100","turret"
"712255","ESPORTSTMNT04:2686417","100","turret"
"2139467","ESPORTSTMNT03:1996192","200","inhibitor"
"862211","ESPORTSTMNT03:2053177","100","turret"
"1031029","ESPORTSTMNT01:3096745","100","turret"
"2518584","ESPORTSTMNT06:1310741","200","inhibitor"
"919816","ESPORTSTMNT01:3343288","100","turret"
"871434","ESPORTSTMNT06:1062065","100","turret"
"1095070","ESPORTSTMNT03:3088838","200","turret"
"1072253","ESPORTSTMNT01:1426060","100","turret"
"921106","ESPORTSTMNT02:2778045","100","turret"
"929730","ESPORTSTMNT03:1757105","200","turret"
"778336","ESPORTSTMNT02:2575063","200","turret"
"919806","ESPORTSTMNT02:3211749","200","turret"
"1448243","ESPORTSTMNT05:2521090","200","inhibitor"
"896003","ESPORTSTMNT06:2767279","100","turret"
"1019857","ESPORTSTMNT01:3325542","200","turret"
"2399535","ESPORTSTMNT04:2665712","200","inhibitor"
"1800222","ESPORTSTMNT01:1434678","200","inhibitor"
"1061230","ESPORTSTMNT01:3326415","200","turret"
"882145","ESPORTSTMNT02:1935451","200","turret"
"1075022","ESPORTSTMNT03:1751168","200","turret"
"1019817","ESPORTSTMNT02:3219881","200","turret"
"1109439","ESPORTSTMNT03:1330903","100","turret"
"1380855","ESPORTSTMNT04:2684716","200","inhibitor"
"1972315","ESPORTSTMNT03:2072234","100","inhibitor"
"642425","ESPORTSTMNT06:2815859","100","turret"
"1473338","ESPORTSTMNT06:2815859","100","inhibitor"
"1717326","ESPORTSTMNT02:1926333","100","inhibitor"
"706386","ESPORTSTMNT02:3045853","200","turret"
"1796689","ESPORTSTMNT02:2671445","100","inhibitor"
