"platformgameid","blue_kills","red_kills"
"ESPORTSTMNT02:3212674","18","10"
"ESPORTSTMNT04:2694129","5","18"
"ESPORTSTMNT03:1762333","19","8"
"ESPORTSTMNT02:2557908","16","12"
"ESPORTSTMNT06:1580755","9","23"
"ESPORTSTMNT06:2532050","19","17"
"ESPORTSTMNT06:1180974","18","7"
"ESPORTSTMNT02:3211871","14","21"
"ESPORTSTMNT01:3401189","21","16"
"ESPORTSTMNT03:3127022","2","13"
"ESPORTSTMNT04:2683927","3","13"
"ESPORTSTMNT02:3169391","19","19"
"ESPORTSTMNT03:2885491","18","6"
"ESPORTSTMNT03:2884954","8","19"
"ESPORTSTMNT04:2471641","11","4"
"ESPORTSTMNT02:1682723","9","17"
"ESPORTSTMNT03:3194803","13","8"
"ESPORTSTMNT03:2784567","7","18"
"ESPORTSTMNT01:1164869","17","14"
"ESPORTSTMNT02:1281110","7","16"
"ESPORTSTMNT02:2882259","6","18"
"ESPORTSTMNT04:2657243","4","23"
"ESPORTSTMNT02:2830769","18","4"
"ESPORTSTMNT02:1111955","6","18"
"ESPORTSTMNT02:1800587","20","4"
"ESPORTSTMNT05:2680424","18","27"
"ESPORTSTMNT01:3313692","14","6"
"ESPORTSTMNT01:3310374","22","9"
"ESPORTSTMNT05:3060787","7","21"
"ESPORTSTMNT03:1683308","9","22"
"ESPORTSTMNT03:1752994","6","18"
"ESPORTSTMNT06:1580574","9","18"
"ESPORTSTMNT02:2573159","18","7"
"ESPORTSTMNT01:1730332","21","7"
"ESPORTSTMNT04:1250347","19","19"
"ESPORTSTMNT02:3148927","12","20"
"ESPORTSTMNT04:1150490","28","12"
"ESPORTSTMNT03:1340678","22","17"
"ESPORTSTMNT02:2067395","5","19"
"ESPORTSTMNT01:1434783","17","5"
"ESPORTSTMNT02:1760317","5","22"
"ESPORTSTMNT01:3344163","3","18"
"ESPORTSTMNT03:2007244","17","10"
"ESPORTSTMNT01:3328420","16","9"
"ESPORTSTMNT05:2670235","14","24"
"ESPORTSTMNT01:2707857","24","13"
"ESPORTSTMNT03:1996352","18","6"
"ESPORTSTMNT03:3131751","13","3"
"ESPORTSTMNT01:2690815","9","20"
"ESPORTSTMNT02:1936763","12","28"
"ESPORTSTMNT04:2675614","7","19"
"ESPORTSTMNT05:3220344","22","9"
"ESPORTSTMNT02:3164505","12","19"
"ESPORTSTMNT01:1155210","8","23"
"ESPORTSTMNT04:1960531","23","28"
"ESPORTSTMNT01:3411963","12","31"
"ESPORTSTMNT02:1935266","8","10"
"ESPORTSTMNT03:2921419","26","22"
"ESPORTSTMNT01:3380486","26","25"
"ESPORTSTMNT05:1520105","12","6"
"ESPORTSTMNT03:3197128","10","20"
"ESPORTSTMNT05:1821361","7","16"
"ESPORTSTMNT02:1103523","11","14"
"ESPORTSTMNT04:1970423","7","19"
"ESPORTSTMNT03:3112372","12","2"
"ESPORTSTMNT06:2773941","0","6"
"LPL_A:342449","9","19"
"ESPORTSTMNT03:2634156","22","16"
"ESPORTSTMNT02:1770235","18","8"
"ESPORTSTMNT03:3166521","14","10"
"ESPORTSTMNT01:2730785","14","10"
"ESPORTSTMNT03:2630904","26","14"
"ESPORTSTMNT03:3129001","7","19"
"ESPORTSTMNT03:3087130","9","15"
"ESPORTSTMNT03:2566467","7","27"
"ESPORTSTMNT06:2542402","17","14"
"ESPORTSTMNT02:1211106","2","0"
"ESPORTSTMNT02:1936666","13","21"
"ESPORTSTMNT03:3093202","7","17"
"ESPORTSTMNT03:2545298","13","16"
"ESPORTSTMNT03:3170051","5","23"
"ESPORTSTMNT06:2290654","15","25"
"ESPORTSTMNT01:2030439","20","13"
"ESPORTSTMNT03:1140467","2","7"
"LPL_A:342674","9","14"
"ESPORTSTMNT04:2664640","1","12"
"ESPORTSTMNT05:2980093","7","21"
"ESPORTSTMNT06:2776067","6","16"
"ESPORTSTMNT04:2668240","18","27"
"ESPORTSTMNT02:2076952","18","10"
"ESPORTSTMNT02:1082144","15","5"
"ESPORTSTMNT01:3306944","32","17"
"ESPORTSTMNT03:3084624","14","6"
"ESPORTSTMNT01:3313351","10","16"
"ESPORTSTMNT02:1112464","3","12"
"ESPORTSTMNT01:3416198","15","7"
"ESPORTSTMNT03:1433749","12","14"
"ESPORTSTMNT04:1961376","13","5"
"ESPORTSTMNT03:3087830","19","16"
"ESPORTSTMNT01:3384567","4","18"
"ESPORTSTMNT04:1250191","3","13"
"ESPORTSTMNT03:1996040","4","20"
"ESPORTSTMNT05:1830089","2","12"
"ESPORTSTMNT05:2952324","25","9"
"ESPORTSTMNT04:2670239","15","12"
"ESPORTSTMNT01:1110210","25","14"
"ESPORTSTMNT01:1403480","12","7"
"ESPORTSTMNT03:1551806","14","9"
"ESPORTSTMNT06:1570822","8","17"
"ESPORTSTMNT03:2884181","4","8"
"ESPORTSTMNT01:3414014","19","3"
"ESPORTSTMNT05:2530673","17","3"
"ESPORTSTMNT04:2280035","20","2"
"ESPORTSTMNT04:1970496","10","21"
"ESPORTSTMNT02:1294641","22","3"
"ESPORTSTMNT04:2663405","15","14"
"ESPORTSTMNT01:3406795","18","14"
"ESPORTSTMNT03:3131863","17","11"
"ESPORTSTMNT03:1091832","21","24"
"ESPORTSTMNT01:3390124","0","15"
"ESPORTSTMNT06:2532123","20","8"
"ESPORTSTMNT02:2578469","16","3"
"ESPORTSTMNT03:3095557","21","6"
"ESPORTSTMNT04:2683276","7","19"
"ESPORTSTMNT01:2745356","14","10"
"ESPORTSTMNT01:1882880","9","20"
"ESPORTSTMNT01:3369362","25","10"
"ESPORTSTMNT04:2670516","21","6"
"ESPORTSTMNT02:1115850","18","5"
"ESPORTSTMNT02:2066542","11","19"
"ESPORTSTMNT04:2451346","15","3"
"ESPORTSTMNT04:2450123","21","6"
"ESPORTSTMNT02:2660724","7","15"
"ESPORTSTMNT01:1890282","16","15"
"ESPORTSTMNT01:2800079","24","7"
"ESPORTSTMNT03:1430732","5","12"
"ESPORTSTMNT06:2340436","12","17"
"ESPORTSTMNT01:1682253","17","10"
"ESPORTSTMNT01:1690841","10","7"
"ESPORTSTMNT05:2070182","8","16"
"ESPORTSTMNT01:3395123","21","12"
"ESPORTSTMNT02:1687492","10","14"
"ESPORTSTMNT01:1141978","10","10"
"ESPORTSTMNT05:2521090","15","6"
"ESPORTSTMNT01:1883338","40","26"
"ESPORTSTMNT01:1683756","0","15"
"ESPORTSTMNT06:1160497","13","23"
"ESPORTSTMNT01:2743930","28","6"
"ESPORTSTMNT02:3168127","11","21"
"ESPORTSTMNT05:1971370","10","13"
"ESPORTSTMNT01:2732884","19","12"
"ESPORTSTMNT04:1290182","5","19"
"ESPORTSTMNT03:2920793","7","19"
"ESPORTSTMNT02:3186649","5","11"
"ESPORTSTMNT01:1325012","12","9"
"ESPORTSTMNT06:2767676","12","6"
"ESPORTSTMNT01:3331791","23","14"
"ESPORTSTMNT04:2670544","8","19"
"ESPORTSTMNT03:2546195","8","20"
"ESPORTSTMNT03:2930916","21","7"
"ESPORTSTMNT05:3090346","8","23"
"ESPORTSTMNT03:3098971","21","8"
"ESPORTSTMNT03:1815395","18","4"
"ESPORTSTMNT03:2564859","8","19"
"ESPORTSTMNT03:2054754","16","32"
"ESPORTSTMNT04:1730230","20","5"
"ESPORTSTMNT03:1342042","18","5"
"ESPORTSTMNT02:2672315","20","10"
"ESPORTSTMNT03:2568044","27","16"
"ESPORTSTMNT03:1812734","15","13"
"ESPORTSTMNT01:1721392","15","21"
"ESPORTSTMNT03:1532233","1","11"
"ESPORTSTMNT04:1570384","14","4"
"ESPORTSTMNT02:1094505","27","11"
"ESPORTSTMNT01:3338363","3","18"
"ESPORTSTMNT02:2555403","8","3"
"ESPORTSTMNT06:1880109","12","34"
"ESPORTSTMNT06:2540239","14","20"
"ESPORTSTMNT02:2151817","19","9"
"ESPORTSTMNT03:2568631","17","9"
"ESPORTSTMNT03:2006676","21","17"
"ESPORTSTMNT03:3197839","4","10"
"ESPORTSTMNT02:2911303","13","29"
"ESPORTSTMNT01:2904013","14","8"
"ESPORTSTMNT03:2566355","15","29"
"ESPORTSTMNT03:2007039","26","20"
"ESPORTSTMNT03:2053965","21","7"
"ESPORTSTMNT01:2965326","6","17"
"ESPORTSTMNT06:1250430","16","19"
"ESPORTSTMNT01:3406823","7","15"
"ESPORTSTMNT03:2101637","7","19"
"ESPORTSTMNT02:1281070","17","8"
"ESPORTSTMNT06:1190482","15","17"
"ESPORTSTMNT01:3368516","1","16"
"ESPORTSTMNT01:3338636","4","12"
"ESPORTSTMNT02:2074762","16","36"
"ESPORTSTMNT02:3161869","3","22"
"ESPORTSTMNT03:3198611","20","12"
"ESPORTSTMNT05:1770231","16","5"
"ESPORTSTMNT01:2964875","3","10"
"ESPORTSTMNT03:2564418","14","5"
"ESPORTSTMNT01:3336938","5","16"
"ESPORTSTMNT06:2818276","11","19"
"ESPORTSTMNT06:1841004","13","22"
"ESPORTSTMNT03:2788049","4","10"
"ESPORTSTMNT05:3219553","19","7"
"ESPORTSTMNT03:2890625","5","16"
"ESPORTSTMNT01:3334456","16","11"
"ESPORTSTMNT01:2770996","13","24"
"ESPORTSTMNT03:1111831","27","6"
"ESPORTSTMNT06:2210740","26","17"
"ESPORTSTMNT04:1890429","14","4"
"ESPORTSTMNT02:3189540","27","22"
"ESPORTSTMNT04:1600303","15","25"
"ESPORTSTMNT06:2190345","19","9"
"ESPORTSTMNT02:2914655","2","25"
"ESPORTSTMNT05:1860874","12","2"
"ESPORTSTMNT05:3219448","18","15"
"ESPORTSTMNT06:2531036","0","13"
"ESPORTSTMNT05:2070581","26","9"
"ESPORTSTMNT03:1440877","10","5"
"ESPORTSTMNT01:2250572","4","16"
"ESPORTSTMNT03:3178517","25","7"
"ESPORTSTMNT01:2145409","3","27"
"ESPORTSTMNT01:1682619","26","9"
"ESPORTSTMNT06:2290306","24","14"
"ESPORTSTMNT03:2075287","20","6"
"ESPORTSTMNT05:1430621","9","16"
"LPL_A:331903","17","17"
"ESPORTSTMNT01:1426113","10","13"
"ESPORTSTMNT02:2663850","9","22"
"ESPORTSTMNT04:2688138","11","14"
"ESPORTSTMNT04:2690211","23","8"
"ESPORTSTMNT01:1893342","28","16"
"ESPORTSTMNT02:3187849","18","8"
"ESPORTSTMNT05:1821519","14","5"
"ESPORTSTMNT01:3385384","19","16"
"ESPORTSTMNT02:3161962","17","2"
"ESPORTSTMNT03:3197253","14","28"
"ESPORTSTMNT04:2451472","2","18"
"ESPORTSTMNT05:3222671","0","14"
"ESPORTSTMNT01:3330818","28","6"
"ESPORTSTMNT06:1190342","5","26"
"ESPORTSTMNT02:3217899","9","15"
"ESPORTSTMNT03:1441978","11","30"
"ESPORTSTMNT06:2815833","13","6"
"ESPORTSTMNT04:2668048","14","20"
"ESPORTSTMNT05:2980262","17","11"
"ESPORTSTMNT06:1860848","17","20"
"ESPORTSTMNT03:3187376","1","9"
"ESPORTSTMNT03:1766972","9","25"
"ESPORTSTMNT03:2789089","21","9"
"ESPORTSTMNT04:2674965","8","18"
"ESPORTSTMNT01:1304700","17","6"
"ESPORTSTMNT05:3090448","18","24"
"ESPORTSTMNT02:3211255","10","24"
"ESPORTSTMNT06:1190697","15","29"
"ESPORTSTMNT03:2885336","20","12"
"ESPORTSTMNT02:1696945","21","17"
"ESPORTSTMNT03:3091241","22","8"
"ESPORTSTMNT02:1688108","15","2"
"ESPORTSTMNT03:2071182","19","5"
"ESPORTSTMNT03:1433006","5","18"
"ESPORTSTMNT05:2610098","17","13"
"ESPORTSTMNT04:1480519","15","14"
"ESPORTSTMNT01:1163030","7","13"
"ESPORTSTMNT06:2540951","7","15"
"ESPORTSTMNT06:2470191","28","18"
"ESPORTSTMNT03:3188997","19","21"
"ESPORTSTMNT05:2760595","23","3"
"ESPORTSTMNT01:1886144","8","20"
"ESPORTSTMNT06:2290563","7","24"
"ESPORTSTMNT03:3094449","9","15"
"ESPORTSTMNT06:1580567","15","28"
"ESPORTSTMNT01:2773482","20","8"
"ESPORTSTMNT01:2905969","18","7"
"ESPORTSTMNT05:2952017","4","11"
"ESPORTSTMNT04:2692101","19","7"
"ESPORTSTMNT01:3405252","12","18"
"ESPORTSTMNT06:2260509","19","6"
"ESPORTSTMNT01:1303581","4","16"
"ESPORTSTMNT03:1334665","8","11"
"ESPORTSTMNT02:1687466","21","12"
"ESPORTSTMNT06:2775759","14","18"
"ESPORTSTMNT02:1283722","24","20"
"ESPORTSTMNT04:2240502","17","6"
"ESPORTSTMNT03:1324333","23","6"
"ESPORTSTMNT06:1230025","10","19"
"LPL_B:327682","21","9"
"ESPORTSTMNT03:2788109","12","26"
"ESPORTSTMNT06:2768430","11","10"
"ESPORTSTMNT02:3226973","22","12"
"ESPORTSTMNT01:3330740","19","11"
"ESPORTSTMNT04:2140093","21","13"
"ESPORTSTMNT01:1692355","8","13"
"ESPORTSTMNT03:2072638","15","8"
"ESPORTSTMNT06:1861032","24","30"
"ESPORTSTMNT02:2674302","9","4"
"ESPORTSTMNT02:3217606","7","16"
"ESPORTSTMNT04:2683277","14","11"
"ESPORTSTMNT02:2556364","17","3"
"ESPORTSTMNT01:1892871","4","14"
"ESPORTSTMNT05:2990388","4","13"
"ESPORTSTMNT05:3221123","10","21"
"ESPORTSTMNT05:1971404","8","20"
"ESPORTSTMNT03:3093889","17","7"
"ESPORTSTMNT03:2789000","8","10"
"ESPORTSTMNT01:2135868","3","18"
"ESPORTSTMNT02:2077519","3","19"
"ESPORTSTMNT05:1510549","9","19"
"ESPORTSTMNT01:3416503","13","3"
"ESPORTSTMNT03:2791310","13","17"
"ESPORTSTMNT04:1890483","19","7"
"ESPORTSTMNT01:3311408","6","16"
"LPL_A:335738","7","10"
"ESPORTSTMNT06:1070555","21","16"
"ESPORTSTMNT03:2789306","15","23"
"ESPORTSTMNT04:2688621","8","14"
"ESPORTSTMNT05:2942299","9","22"
"ESPORTSTMNT02:2558760","4","15"
"ESPORTSTMNT01:2691334","22","12"
"ESPORTSTMNT01:2964901","6","20"
"ESPORTSTMNT02:3170692","16","3"
"ESPORTSTMNT03:2798787","16","8"
"ESPORTSTMNT01:3340668","13","8"
"ESPORTSTMNT05:3217251","23","3"
"ESPORTSTMNT02:2064858","20","6"
"ESPORTSTMNT02:3211863","29","8"
"ESPORTSTMNT03:3115000","18","6"
"LPL_A:334967","22","10"
"ESPORTSTMNT03:1114434","18","8"
"ESPORTSTMNT03:3090845","14","17"
"LPL_A:342601","18","10"
"ESPORTSTMNT05:2520747","16","9"
"ESPORTSTMNT02:2830373","23","6"
"ESPORTSTMNT02:1960496","8","20"
"ESPORTSTMNT06:1861075","12","26"
"ESPORTSTMNT05:2990083","19","2"
"ESPORTSTMNT02:2151481","10","19"
"LPL_B:327564","15","20"
"ESPORTSTMNT01:2695078","16","6"
"ESPORTSTMNT01:3086332","16","7"
"ESPORTSTMNT03:3095654","4","13"
"ESPORTSTMNT06:1040760","18","4"
"ESPORTSTMNT02:2786482","13","9"
"ESPORTSTMNT01:1321751","18","5"
"ESPORTSTMNT02:1698016","15","2"
"ESPORTSTMNT06:2822424","6","17"
"ESPORTSTMNT01:3318088","30","10"
"ESPORTSTMNT06:2541816","12","22"
"ESPORTSTMNT01:3338531","2","12"
"ESPORTSTMNT01:3413910","8","18"
"ESPORTSTMNT02:1112246","18","8"
"ESPORTSTMNT04:2471543","2","8"
"ESPORTSTMNT03:2636692","24","17"
"ESPORTSTMNT02:3150844","5","15"
"ESPORTSTMNT06:1062065","12","18"
"ESPORTSTMNT04:2685564","10","3"
"ESPORTSTMNT02:2557693","11","15"
"ESPORTSTMNT02:1281543","15","9"
"ESPORTSTMNT02:1800192","19","10"
"ESPORTSTMNT02:2067542","11","13"
"ESPORTSTMNT02:1320781","18","6"
"ESPORTSTMNT01:1690549","8","23"
"ESPORTSTMNT01:2571340","4","20"
"ESPORTSTMNT01:1154679","7","11"
"ESPORTSTMNT05:2980435","17","12"
"ESPORTSTMNT01:1141662","12","25"
"ESPORTSTMNT04:2685228","16","4"
"ESPORTSTMNT03:2789661","16","21"
"ESPORTSTMNT04:1480449","13","2"
"ESPORTSTMNT02:2571892","13","16"
"ESPORTSTMNT01:3383580","21","25"
"ESPORTSTMNT01:3314339","19","8"
"ESPORTSTMNT04:2691275","27","27"
"ESPORTSTMNT04:1240386","9","15"
"ESPORTSTMNT04:1800757","23","6"
"ESPORTSTMNT04:2670254","12","22"
"ESPORTSTMNT05:2942519","3","19"
"ESPORTSTMNT03:3198515","21","10"
"ESPORTSTMNT04:1140068","14","12"
"ESPORTSTMNT04:2270140","13","18"
"ESPORTSTMNT01:3412133","19","5"
"ESPORTSTMNT05:1430650","16","11"
"ESPORTSTMNT02:2555452","20","26"
"ESPORTSTMNT01:3096452","22","23"
"ESPORTSTMNT03:1813410","24","9"
"ESPORTSTMNT03:1821652","12","18"
"ESPORTSTMNT04:2669389","16","5"
"ESPORTSTMNT03:1757821","17","9"
"ESPORTSTMNT02:2882260","18","13"
"ESPORTSTMNT03:1817305","29","10"
"ESPORTSTMNT01:1693805","5","21"
"ESPORTSTMNT05:1530153","17","2"
"ESPORTSTMNT01:2743665","16","30"
"ESPORTSTMNT01:2696675","2","16"
"ESPORTSTMNT05:2951399","18","5"
"ESPORTSTMNT05:1970616","19","10"
"ESPORTSTMNT05:1870756","11","16"
"ESPORTSTMNT04:2110443","25","9"
"ESPORTSTMNT02:2671445","13","20"
"ESPORTSTMNT05:3060699","3","17"
"ESPORTSTMNT02:2576973","15","8"
"ESPORTSTMNT03:1340995","11","25"
"ESPORTSTMNT04:970429","10","20"
"ESPORTSTMNT01:3379319","2","17"
"ESPORTSTMNT04:2689377","7","18"
"ESPORTSTMNT03:2549487","5","11"
"ESPORTSTMNT01:2139483","31","19"
"ESPORTSTMNT06:1200021","9","15"
"ESPORTSTMNT06:2470288","14","1"
"ESPORTSTMNT04:2663880","22","11"
"ESPORTSTMNT01:1884365","8","19"
"ESPORTSTMNT01:3395129","22","2"
"ESPORTSTMNT05:3217497","30","26"
"ESPORTSTMNT01:1324492","20","7"
"ESPORTSTMNT01:2915345","13","23"
"ESPORTSTMNT03:2547919","11","16"
"ESPORTSTMNT06:2470229","11","9"
"ESPORTSTMNT04:2670297","16","11"
"ESPORTSTMNT03:2104025","18","9"
"ESPORTSTMNT02:2776979","20","26"
"ESPORTSTMNT03:2545398","17","11"
"ESPORTSTMNT05:2940841","18","7"
"ESPORTSTMNT03:3200082","21","6"
"ESPORTSTMNT04:2270093","10","26"
"ESPORTSTMNT01:3373574","5","15"
"ESPORTSTMNT03:2568670","31","7"
"ESPORTSTMNT05:3060377","10","23"
"ESPORTSTMNT02:3208561","10","19"
"ESPORTSTMNT01:3338914","21","7"
"ESPORTSTMNT05:3060519","4","20"
"ESPORTSTMNT06:1830983","22","11"
"ESPORTSTMNT03:2820163","14","10"
"ESPORTSTMNT01:3096980","15","20"
"ESPORTSTMNT02:1091293","4","13"
"ESPORTSTMNT03:2820194","22","8"
"ESPORTSTMNT02:1936716","7","14"
"ESPORTSTMNT04:2689725","12","26"
"ESPORTSTMNT04:2666120","7","14"
"ESPORTSTMNT06:2260413","9","16"
"ESPORTSTMNT01:2964822","27","9"
"ESPORTSTMNT03:2789581","7","17"
"ESPORTSTMNT03:1331999","15","17"
"ESPORTSTMNT02:1412971","12","19"
"ESPORTSTMNT03:2548458","4","27"
"ESPORTSTMNT04:1970517","2","17"
"ESPORTSTMNT05:1860718","20","15"
"ESPORTSTMNT03:2546063","16","24"
"ESPORTSTMNT06:1880566","20","9"
"ESPORTSTMNT01:1885516","14","9"
"ESPORTSTMNT02:2776913","13","13"
"ESPORTSTMNT05:3220425","22","10"
"ESPORTSTMNT01:2914144","10","17"
"ESPORTSTMNT06:2773457","9","3"
"ESPORTSTMNT02:1114258","9","20"
"ESPORTSTMNT03:3087286","5","16"
"ESPORTSTMNT02:2064412","15","8"
"ESPORTSTMNT02:1970542","13","22"
"ESPORTSTMNT01:3314303","16","17"
"ESPORTSTMNT01:3370513","25","7"
"ESPORTSTMNT02:3222318","4","15"
"ESPORTSTMNT03:2001029","6","14"
"ESPORTSTMNT03:3114925","12","20"
"ESPORTSTMNT03:2820464","2","8"
"ESPORTSTMNT01:2572203","27","16"
"ESPORTSTMNT03:3089131","19","3"
"ESPORTSTMNT03:2561424","5","13"
"ESPORTSTMNT02:2571870","18","9"
"ESPORTSTMNT01:3337298","20","9"
"ESPORTSTMNT01:2903286","16","12"
"ESPORTSTMNT01:3366859","27","9"
"ESPORTSTMNT02:1324372","22","24"
"ESPORTSTMNT04:1230436","14","22"
"ESPORTSTMNT02:2777643","23","10"
"ESPORTSTMNT03:1994301","10","25"
"ESPORTSTMNT04:2687238","18","11"
"ESPORTSTMNT06:1880505","14","20"
"ESPORTSTMNT06:2542236","3","11"
"ESPORTSTMNT01:2903958","15","9"
"ESPORTSTMNT03:3123883","13","42"
"ESPORTSTMNT01:2133635","10","13"
"ESPORTSTMNT02:1960150","7","15"
"ESPORTSTMNT02:3217546","21","6"
"ESPORTSTMNT06:1880484","11","6"
"ESPORTSTMNT06:2542404","22","10"
"ESPORTSTMNT04:2170083","9","18"
"ESPORTSTMNT01:3407230","12","24"
"ESPORTSTMNT03:3179007","18","11"
"ESPORTSTMNT03:3155782","10","5"
"ESPORTSTMNT06:1860820","23","11"
"ESPORTSTMNT04:2665679","5","19"
"ESPORTSTMNT01:3409294","13","6"
"ESPORTSTMNT06:1031434","17","20"
"ESPORTSTMNT03:3184143","35","23"
"ESPORTSTMNT02:1095573","3","14"
"ESPORTSTMNT06:1070996","7","6"
"ESPORTSTMNT02:2210024","9","22"
"ESPORTSTMNT01:2693026","16","28"
"ESPORTSTMNT01:1730173","8","13"
"ESPORTSTMNT03:3181077","7","17"
"ESPORTSTMNT03:3117421","25","10"
"ESPORTSTMNT02:3170511","6","18"
"ESPORTSTMNT01:3320284","14","18"
"ESPORTSTMNT03:1430858","23","11"
"ESPORTSTMNT01:1291442","15","3"
"ESPORTSTMNT03:2051474","22","3"
"ESPORTSTMNT01:2146637","15","3"
"ESPORTSTMNT01:1162236","21","15"
"ESPORTSTMNT06:2260088","3","14"
"ESPORTSTMNT01:3415465","7","21"
"ESPORTSTMNT05:1180713","5","26"
"ESPORTSTMNT04:2668087","21","15"
"ESPORTSTMNT04:1960743","16","8"
"ESPORTSTMNT02:1401313","2","16"
"ESPORTSTMNT02:2440834","17","6"
"ESPORTSTMNT04:2090326","20","9"
"ESPORTSTMNT04:2471308","22","6"
"ESPORTSTMNT02:2060983","11","18"
"ESPORTSTMNT02:2789654","6","13"
"ESPORTSTMNT02:2663828","15","25"
"ESPORTSTMNT01:3393065","17","8"
"ESPORTSTMNT03:2638338","22","7"
"ESPORTSTMNT03:2799811","9","18"
"ESPORTSTMNT01:2904396","20","24"
"ESPORTSTMNT01:2733519","19","5"
"ESPORTSTMNT01:3319321","8","6"
"ESPORTSTMNT02:2555412","6","13"
"ESPORTSTMNT04:2431273","27","9"
"ESPORTSTMNT03:2637558","11","22"
"LPL_A:343889","12","7"
"ESPORTSTMNT02:2554483","14","5"
"ESPORTSTMNT02:2066419","18","2"
"ESPORTSTMNT02:2911504","22","8"
"ESPORTSTMNT06:2778032","15","11"
"ESPORTSTMNT06:1730804","13","16"
"ESPORTSTMNT04:2665698","24","5"
"ESPORTSTMNT03:1119121","19","10"
"ESPORTSTMNT02:1725535","3","9"
"ESPORTSTMNT03:3087440","19","6"
"ESPORTSTMNT02:3144162","20","7"
"ESPORTSTMNT03:2569958","18","8"
"ESPORTSTMNT01:3415198","8","23"
"ESPORTSTMNT05:2941748","12","3"
"ESPORTSTMNT06:1830936","19","6"
"ESPORTSTMNT02:2576912","22","5"
"ESPORTSTMNT03:3177321","18","6"
"ESPORTSTMNT01:2872184","19","5"
"ESPORTSTMNT03:1334801","29","20"
"ESPORTSTMNT06:2210313","12","19"
"ESPORTSTMNT01:3409862","20","4"
"ESPORTSTMNT01:2148074","20","8"
"ESPORTSTMNT02:3231318","16","19"
"ESPORTSTMNT01:1887241","8","22"
"ESPORTSTMNT01:2733045","16","10"
"ESPORTSTMNT03:2092710","15","3"
"ESPORTSTMNT05:1440708","20","10"
"ESPORTSTMNT03:2563754","8","25"
"ESPORTSTMNT04:1570140","13","5"
"ESPORTSTMNT06:1840436","17","7"
"ESPORTSTMNT01:1131701","14","15"
"LPL_A:335982","10","6"
"ESPORTSTMNT03:1994261","22","11"
"ESPORTSTMNT02:2810341","13","15"
"ESPORTSTMNT03:3191622","11","19"
"ESPORTSTMNT03:2590257","18","11"
"ESPORTSTMNT01:3310158","2","15"
"ESPORTSTMNT05:2530159","16","21"
"ESPORTSTMNT02:3230685","21","6"
"ESPORTSTMNT03:1143977","6","11"
"ESPORTSTMNT04:1520192","17","19"
"ESPORTSTMNT03:1991537","16","7"
"ESPORTSTMNT04:1971143","4","12"
"ESPORTSTMNT03:2562212","13","15"
"ESPORTSTMNT04:2669262","9","13"
"ESPORTSTMNT03:1321435","18","8"
"ESPORTSTMNT01:3314278","20","8"
"ESPORTSTMNT06:1881422","8","22"
"ESPORTSTMNT06:2531748","3","19"
"ESPORTSTMNT04:1660425","18","1"
"ESPORTSTMNT02:1403961","6","20"
"ESPORTSTMNT03:2654581","20","13"
"ESPORTSTMNT03:2799451","15","22"
"ESPORTSTMNT06:2210714","16","6"
"ESPORTSTMNT01:2773164","14","28"
"ESPORTSTMNT04:2691820","17","7"
"ESPORTSTMNT04:2665208","14","8"
"ESPORTSTMNT02:2065459","5","20"
"ESPORTSTMNT02:3213912","17","23"
"ESPORTSTMNT05:2980363","7","23"
"ESPORTSTMNT01:1721775","18","4"
"ESPORTSTMNT02:2911901","16","6"
"ESPORTSTMNT01:1732093","16","5"
"ESPORTSTMNT02:2062818","16","23"
"ESPORTSTMNT02:2774511","11","7"
"ESPORTSTMNT05:1860798","13","1"
"ESPORTSTMNT04:2689357","12","18"
"ESPORTSTMNT02:2661657","15","7"
"ESPORTSTMNT02:2070729","14","5"
"ESPORTSTMNT06:1840407","12","20"
"ESPORTSTMNT01:1731252","16","18"
"ESPORTSTMNT02:2775486","23","6"
"ESPORTSTMNT02:1687593","8","22"
"ESPORTSTMNT03:1111263","3","11"
"ESPORTSTMNT01:2772373","10","17"
"ESPORTSTMNT02:1287286","7","12"
"ESPORTSTMNT03:2930131","13","8"
"ESPORTSTMNT03:3134337","13","37"
"ESPORTSTMNT03:3197084","24","12"
"ESPORTSTMNT01:3322460","22","6"
"ESPORTSTMNT02:3141970","16","3"
"ESPORTSTMNT01:2770248","25","8"
"ESPORTSTMNT01:2966400","23","17"
"ESPORTSTMNT02:2820161","20","30"
"ESPORTSTMNT03:2783741","10","4"
"ESPORTSTMNT02:2064924","17","8"
"ESPORTSTMNT06:2542297","29","7"
"ESPORTSTMNT04:2411073","23","8"
"ESPORTSTMNT05:1400781","20","7"
"ESPORTSTMNT04:2687269","18","10"
"ESPORTSTMNT03:3144372","12","22"
"ESPORTSTMNT06:1881136","21","9"
"ESPORTSTMNT03:2798951","15","2"
"ESPORTSTMNT01:2697288","12","5"
"ESPORTSTMNT04:1961391","21","6"
"ESPORTSTMNT02:1086829","15","6"
"ESPORTSTMNT03:3127203","12","25"
"ESPORTSTMNT03:2130393","14","16"
"ESPORTSTMNT03:2073463","28","9"
"ESPORTSTMNT05:2980405","4","15"
"ESPORTSTMNT02:2570368","9","11"
"ESPORTSTMNT05:3218312","15","2"
"ESPORTSTMNT05:2950980","15","8"
"ESPORTSTMNT03:2002608","18","5"
"ESPORTSTMNT02:1722506","19","19"
"ESPORTSTMNT01:1110353","12","27"
"ESPORTSTMNT06:2817903","11","18"
"ESPORTSTMNT05:1820156","22","15"
